"","V1","V2","V3","V4","V5"
"SLC30A8",-1,1,1,-1,1
"S100A11",1,-1,1,-1,1
"CRIP1",-1,1,1,1,1
"LIMD1-AS1",1,NA,NA,NA,0
"TUSC2",1,-1,1,1,1
"IFNAR1",1,NA,NA,-1,1
"WTAP",-1,1,1,-1,1
"RGS10",-1,1,1,1,1
"LAMA5",1,-1,1,1,1
"GNG5",1,-1,1,NA,1
"GTF3C5",-1,-1,1,1,1
"RGS11",1,-1,1,NA,1
"ZNF41",1,1,-1,NA,1
"PEAR1",-1,-1,-1,NA,0
"PCDHA8",1,1,-1,NA,1
"SOS2",1,-1,-1,1,1
"ZNF567",-1,1,-1,-1,1
"LOC105370287",1,NA,NA,NA,0
"H3-3A",1,NA,NA,NA,0
"AOX1",1,-1,-1,1,1
"KLF9",1,-1,-1,1,1
"CRB3",1,1,1,-1,1
"LINC00964",1,NA,NA,NA,0
"PI16",1,1,-1,1,1
"WDR93",1,-1,1,-1,1
"ANO6",1,-1,-1,1,1
"NT5DC1",-1,-1,-1,1,1
"MYLIP",-1,1,1,1,1
"IMPDH1",1,1,1,-1,1
"CABP4",1,-1,-1,1,1
"BAGE2",-1,NA,NA,NA,0
"LGALS7",-1,-1,1,-1,1
"NHSL1",1,1,1,-1,1
"OPRK1",1,-1,1,-1,1
"LIG4",1,1,-1,1,1
"LOC105371131",1,NA,NA,NA,0
"KAT2B",-1,-1,-1,-1,0
"C4B",1,-1,1,1,1
"GALNT6",1,1,-1,-1,1
"TMEM68",-1,-1,-1,-1,0
"SPATA6",-1,-1,-1,1,1
"CALB2",1,1,1,NA,0
"GOLGA8B",1,-1,1,NA,1
"CMPK2",-1,1,1,-1,1
"TRAK1",-1,-1,-1,-1,0
"ZMYND10",1,-1,-1,1,1
"APH1B",1,1,1,1,0
"RHOH",1,1,-1,-1,1
"USF3",1,1,1,NA,0
"NOB1",1,-1,-1,-1,1
"MORC2",-1,1,1,-1,1
"PLIN1",1,1,1,1,0
"SERPINE2",-1,-1,-1,-1,0
"TADA3",1,1,1,1,0
"ZNF821",-1,1,-1,-1,1
"PCDHA10",1,-1,-1,-1,1
"RPS27A",-1,1,1,-1,1
"COL2A1",1,-1,1,1,1
"SNORD88C",1,NA,NA,NA,0
"TGM2",1,-1,1,-1,1
"GARIN3",1,NA,NA,NA,0
"LINC00574",1,NA,NA,NA,0
"NCF1C",-1,NA,NA,NA,0
"LOC105370531",1,NA,NA,NA,0
"IP6K2",1,-1,-1,-1,1
"GLRA3",1,1,1,1,0
"ERICH6",1,1,-1,NA,1
"PPIL1",-1,1,1,-1,1
"ETV1",1,1,-1,1,1
"SEC14L5",-1,NA,1,NA,1
"EFTUD2",1,1,1,1,0
"LMTK3",1,NA,NA,NA,0
"P2RX5-TAX1BP3",1,-1,-1,NA,1
"EBPL",-1,1,1,-1,1
"KRT73-AS1",1,NA,NA,NA,0
"MPP7",-1,1,-1,-1,1
"PAQR7",1,-1,1,1,1
"ADAMTS8",1,1,1,-1,1
"BRINP3",-1,-1,-1,NA,0
"LOC105371115",1,NA,NA,NA,0
"TWIST2",-1,-1,1,1,1
"ABRAXAS1",-1,1,-1,NA,1
"PCDHA6",1,1,-1,1,1
"PCDHA11",1,1,-1,1,1
"ZNF850",1,-1,-1,-1,1
"STX1A",-1,-1,1,-1,1
"INVS",-1,-1,-1,-1,0
"LRRC36",-1,1,1,-1,1
"NARS1",-1,NA,NA,NA,0
"PCDHAC1",1,-1,-1,-1,1
"ZNF765",-1,-1,-1,-1,0
"DMC1",1,1,1,1,0
"CAMSAP1",-1,-1,-1,1,1
"LOC101929894",1,NA,NA,NA,0
"NBPF25P",-1,NA,NA,NA,0
"AMPH",-1,-1,-1,NA,0
"PKD1L1",-1,-1,-1,-1,0
"FCER1A",1,1,-1,1,1
"ZNF445",1,-1,-1,NA,1
"KCNE4",1,-1,-1,1,1
"TMEM64",-1,1,1,-1,1
"OLFML3",1,1,-1,-1,1
"TAF7",1,1,-1,1,1
"ZNF124",1,1,-1,1,1
"PTAFR",1,1,1,1,0
"ASPHD1",1,1,1,-1,1
"ACAA1",-1,-1,1,-1,1
"CEP350",1,1,-1,1,1
"B4GALT4",-1,-1,-1,-1,0
"OR51E2",1,-1,-1,1,1
"SNORD33",1,NA,NA,NA,0
"ZNF446",1,-1,1,-1,1
"SST",1,NA,NA,-1,1
"ATAD3A",-1,-1,1,NA,1
"GPA33",1,1,1,-1,1
"RARB",-1,1,-1,-1,1
"ELFN1",-1,-1,-1,1,1
"LINC00485",1,NA,NA,NA,0
"BEX4",-1,-1,-1,1,1
"NPIPB3",1,-1,1,NA,1
"HLCS",-1,1,-1,-1,1
"LOC730668",1,NA,NA,1,0
"RICTOR",-1,-1,-1,1,1
"ARF1",-1,-1,-1,1,1
"GPT2",-1,-1,1,-1,1
"RGS3",1,1,1,-1,1
"FOXN2",1,1,-1,-1,1
"NKPD1",1,-1,1,-1,1
"GPATCH11",1,1,-1,NA,1
"C2CD6",1,-1,-1,NA,1
"EGF",-1,-1,1,-1,1
"LINC01106",1,NA,NA,NA,0
"ILDR2",1,1,-1,NA,1
"PMS2",1,-1,1,-1,1
"LOC107985089",1,NA,NA,NA,0
"PHTF2",-1,1,-1,-1,1
"MAN1A1",-1,NA,NA,-1,0
"INPP5A",-1,-1,-1,-1,0
"CCNL2",-1,-1,1,1,1
"CCDC192",1,-1,-1,NA,1
"PLA2G2F",1,-1,1,1,1
"CHPT1",-1,1,-1,-1,1
"CYLD",-1,1,-1,NA,1
"UBXN2A",1,1,-1,1,1
"ZRANB2-AS1",-1,NA,NA,NA,0
"SUDS3",-1,-1,-1,1,1
"LOC105371399",1,NA,NA,NA,0
"HSPBP1",1,-1,1,NA,1
"TUBA8",-1,1,1,-1,1
"AGPS",-1,-1,-1,1,1
"PEX5",-1,1,-1,-1,1
"STC2",1,-1,-1,NA,1
"DIP2A",1,-1,-1,-1,1
"VGLL3",1,-1,-1,1,1
"TEX26",-1,-1,-1,NA,0
"LOC102723663",1,NA,NA,NA,0
"EGFL7",-1,1,1,1,1
"SH3PXD2B",-1,1,1,1,1
"VAC14",-1,1,1,-1,1
"RNF122",1,NA,NA,-1,1
"PON2",-1,-1,-1,1,1
"EFHB",-1,-1,-1,1,1
"PCMTD1",-1,1,-1,NA,1
"GPBAR1",1,1,1,-1,1
"URB2",-1,-1,1,NA,1
"LRP2",1,1,1,-1,1
"COQ9",1,-1,1,-1,1
"LOC105377046",1,NA,NA,NA,0
"KCNJ3",1,-1,1,1,1
"CHD7",1,-1,-1,1,1
"PET117",-1,NA,NA,NA,0
"CPSF3",-1,-1,1,1,1
"TSPAN11",1,-1,-1,-1,1
"SCARNA17",-1,NA,NA,NA,0
"KTN1",1,1,-1,1,1
"PARP4",-1,-1,-1,-1,0
"LPIN1",-1,-1,-1,-1,0
"KREMEN1",1,-1,-1,-1,1
"RFFL",-1,1,-1,1,1
"IDI1",-1,1,-1,-1,1
"SELE",1,-1,1,-1,1
"HAS1",1,-1,-1,-1,1
"ROCK1P1",-1,NA,NA,NA,0
"DHRS7B",-1,1,1,1,1
"ALDH7A1",-1,1,-1,-1,1
"MED20",-1,-1,-1,1,1
"TPST2",1,1,1,-1,1
"ALG10",-1,-1,-1,-1,0
"MREG",-1,1,1,-1,1
"SLC26A11",1,-1,1,1,1
"PDE8B",-1,-1,1,1,1
"TRIM68",1,-1,-1,-1,1
"GOLGA8IP",-1,NA,NA,1,1
"RPL17-C18orf32",-1,1,-1,NA,1
"F5",1,-1,1,-1,1
"LINC01226",-1,NA,NA,NA,0
"ZNF784",-1,1,1,-1,1
"HAR1A",-1,NA,NA,1,1
"EXOSC4",1,-1,1,1,1
"CITED1",1,1,1,1,0
"SMURF2P1-LRRC37BP1",1,NA,NA,NA,0
"TRMO",-1,1,-1,NA,1
"MRPL13",-1,1,1,1,1
"MYRIP",1,-1,-1,-1,1
"POMGNT2",1,-1,1,NA,1
"ZNF204P",-1,NA,NA,1,1
"ARRB1",1,1,1,-1,1
"LTB",-1,1,1,1,1
"EPB41L4B",1,-1,-1,1,1
"SPA17",-1,-1,-1,1,1
"UGGT1",-1,1,-1,1,1
"EFEMP1",-1,1,-1,1,1
"ZNF639",-1,1,-1,-1,1
"LOC389705",-1,NA,NA,NA,0
"TMEM170B",-1,NA,NA,1,1
"SMG1P6",-1,NA,NA,NA,0
"WDFY4",-1,1,1,-1,1
"UBTD1",1,NA,NA,-1,1
"H2AC6",-1,NA,NA,NA,0
"EIF2AK1",1,-1,-1,-1,1
"MAF",-1,1,-1,1,1
"LRRD1",1,-1,-1,-1,1
"PRSS1",1,-1,-1,1,1
"MRPL17",-1,1,1,1,1
"ZKSCAN5",1,1,1,-1,1
"CLUHP3",1,NA,NA,NA,0
"C1orf226",1,-1,-1,-1,1
"CFAP144",-1,NA,NA,NA,0
"SNORA6",1,NA,NA,NA,0
"LOC101927131",1,NA,NA,NA,0
"CARHSP1",1,1,1,1,0
"GPC3",1,1,-1,-1,1
"AS3MT",-1,1,-1,-1,1
"ARHGAP33",1,-1,-1,-1,1
"NPFFR2",1,1,-1,-1,1
"PIP4P1",-1,1,1,NA,1
"SSX3",1,-1,-1,1,1
"ERCC8",-1,1,-1,-1,1
"HEATR6-DT",-1,NA,NA,NA,0
"MAPK8IP1",-1,-1,-1,NA,0
"LRFN4",1,-1,-1,-1,1
"NR6A1",1,-1,-1,1,1
"CRTC3-AS1",1,NA,NA,NA,0
"LRRC3C",1,NA,NA,-1,1
"RMND5A",-1,1,-1,-1,1
"CREBZF",-1,-1,-1,1,1
"PRSS23",-1,-1,-1,NA,0
"BRF1",1,1,1,-1,1
"COX11",1,-1,-1,1,1
"RPL39",-1,1,1,-1,1
"MED15",1,1,1,1,0
"TCHH",1,1,-1,1,1
"LOC105373611",1,NA,NA,NA,0
"CRISPLD2",-1,-1,-1,-1,0
"KCNK17",-1,-1,1,-1,1
"ZNF215",-1,-1,-1,-1,0
"SELENOM",-1,1,1,NA,1
"PTGER1",-1,NA,NA,NA,0
"RIPK3",1,-1,-1,1,1
"LSG1",-1,-1,-1,1,1
"LIN7C",-1,-1,-1,NA,0
"CNOT3",-1,-1,1,-1,1
"ITM2B",1,1,-1,-1,1
"PNPT1",-1,-1,-1,-1,0
"SPDYE3",-1,1,-1,-1,1
"ABCA1",-1,-1,-1,-1,0
"TNFRSF11A",-1,1,-1,-1,1
"BMS1P20",1,NA,NA,NA,0
"SNRNP35",1,1,1,1,0
"ECPAS",-1,1,1,NA,1
"TMEM266",1,-1,-1,NA,1
"HBE1",1,-1,-1,-1,1
"MAGEB1",1,NA,NA,1,0
"IER2",-1,-1,-1,1,1
"FGF10",1,1,-1,-1,1
"101928556",1,NA,NA,NA,0
"DCAF4",-1,-1,1,-1,1
"MED29",-1,1,-1,1,1
"KRT76",1,NA,NA,-1,1
"KRT4",1,-1,1,1,1
"GGACT",1,1,-1,NA,1
"SLC30A4",1,-1,-1,-1,1
"LOC102724210",1,NA,NA,NA,0
"ZNF2",1,1,1,1,0
"APOL4",-1,1,1,-1,1
"MUC5AC",1,-1,-1,1,1
"ZFP36",-1,-1,-1,1,1
"ZNF767P",-1,NA,NA,NA,0
"LYPD2",1,-1,1,1,1
"NFATC1",1,1,-1,-1,1
"TEX29",-1,-1,1,NA,1
"COLEC10",-1,-1,-1,-1,0
"LINC02684",1,NA,NA,NA,0
"RPS19BP1",-1,-1,1,NA,1
"SERPINB9",1,NA,NA,-1,1
"LRRK1",-1,-1,-1,-1,0
"CRYBB2P1",-1,NA,NA,-1,0
"ANKS6",1,1,1,-1,1
"KDSR",1,1,-1,-1,1
"ACKR4",1,1,1,NA,0
"MMADHC",-1,1,-1,-1,1
"CRYZL2P-SEC16B",-1,NA,NA,NA,0
"WNK4",1,-1,-1,-1,1
"SLC10A6",-1,-1,-1,-1,0
"ZNF574",1,1,1,-1,1
"HTR2A",-1,1,-1,1,1
"DENND1A",-1,1,1,1,1
"LOC105378813",1,NA,NA,NA,0
"H2AC21",1,NA,NA,NA,0
"SPMIP6",1,NA,NA,NA,0
"ATP13A5",-1,-1,1,1,1
"FOXF1",1,NA,NA,-1,1
"ZNF572",-1,NA,NA,1,1
"MKLN1",-1,-1,1,1,1
"PRAMEF12",1,-1,-1,-1,1
"AGAP12P",1,NA,NA,NA,0
"MORN1",1,-1,-1,-1,1
"EFCAB12",1,-1,-1,NA,1
"PAX9",-1,-1,-1,1,1
"DCLRE1B",1,1,1,-1,1
"TRMT10C",-1,1,-1,NA,1
"SF3B2",-1,1,1,-1,1
"SYNDIG1",-1,1,-1,-1,1
"CDNF",1,-1,-1,-1,1
"CSRP3",1,NA,NA,-1,1
"SDCCAG8",-1,1,1,-1,1
"ZNF501",-1,1,-1,-1,1
"EOMES",1,1,1,NA,0
"KIF22",-1,1,1,1,1
"RASSF8-AS1",-1,NA,NA,NA,0
"CYP1B1",-1,-1,-1,-1,0
"GADD45G",1,-1,1,1,1
"WDR4",-1,-1,1,1,1
"LINC00954",-1,NA,NA,NA,0
"ETS2",-1,-1,-1,NA,0
"ABI3BP",1,-1,-1,1,1
"CPN2",1,NA,NA,-1,1
"SLC25A10",1,-1,-1,1,1
"CCNT2-AS1",1,NA,NA,NA,0
"SLC25A39",-1,1,1,1,1
"CSTF2",1,1,-1,NA,1
"GTPBP6",-1,1,1,NA,1
"NUDT2",1,1,1,1,0
"TTLL12",-1,-1,1,-1,1
"TIMM17A",1,-1,-1,NA,1
"POU6F2",1,-1,1,NA,1
"PCDHA13",1,1,-1,-1,1
"TATDN2",1,1,-1,1,1
"IER3",-1,-1,-1,1,1
"EFHC1",-1,-1,1,1,1
"EARS2",-1,1,1,-1,1
"CDK6",-1,1,-1,NA,1
"SNHG3",1,NA,NA,NA,0
"HP1BP3",1,-1,-1,1,1
"UBOX5",-1,1,1,-1,1
"NGFR-AS1",-1,NA,NA,NA,0
"LINC00930",1,NA,NA,NA,0
"PHPT1",1,1,1,-1,1
"PGRMC2",1,1,-1,-1,1
"CLIP2",-1,1,-1,-1,1
"BRCA2",-1,-1,-1,-1,0
"KCNAB1",-1,-1,1,-1,1
"CSPG5",-1,-1,1,-1,1
"PEX11G",1,1,1,NA,0
"ANKRD20A5P",-1,NA,NA,1,1
"FBXL8",1,-1,-1,-1,1
"SCAF11",-1,1,-1,-1,1
"LRRC8B",-1,-1,-1,-1,0
"SYN1",-1,-1,1,-1,1
"BCL11A",-1,-1,-1,1,1
"DNAJC11",1,-1,-1,1,1
"LOC105371529",1,NA,NA,NA,0
"TMEM154",-1,1,-1,-1,1
"JMY",-1,1,-1,-1,1
"LOC107986525",1,NA,NA,NA,0
"MYO1C",1,-1,1,1,1
"DLG2",-1,-1,-1,-1,0
"MAGOHB",-1,1,1,-1,1
"FAM78A",1,1,1,NA,0
"SCRN2",1,-1,1,-1,1
"PTPRU",1,-1,1,1,1
"POFUT1",1,1,-1,1,1
"SPATA7",-1,1,-1,1,1
"CIAO2B",1,-1,1,NA,1
"RALY",1,1,-1,-1,1
"CASP2",1,1,1,-1,1
"RNY1",1,NA,NA,NA,0
"ZNF331",-1,-1,-1,-1,0
"AVPR1B",1,1,-1,-1,1
"SRRM2",-1,-1,1,-1,1
"ZSCAN5B",1,-1,1,1,1
"CDK5R1",1,-1,-1,NA,1
"NXT1",-1,NA,NA,1,1
"ZYX",1,1,1,1,0
"GSTA4",-1,-1,1,-1,1
"TCF7L2",-1,-1,1,-1,1
"NELFCD",1,-1,1,NA,1
"INHBB",1,NA,NA,1,0
"ZNF318",1,-1,-1,-1,1
"NEK8",1,NA,NA,1,0
"LOC101928474",1,NA,NA,NA,0
"C10orf95-AS1",1,NA,NA,NA,0
"CDON",1,1,-1,1,1
"DNAJA3",-1,-1,1,-1,1
"ABITRAM",1,NA,NA,NA,0
"PRRC2C",1,-1,-1,1,1
"METTL13",1,NA,NA,-1,1
"ZNF577",1,-1,1,NA,1
"ADPRHL1",1,1,-1,1,1
"ND2",1,NA,NA,1,0
"LDLRAD3",-1,-1,-1,-1,0
"CROCC",-1,-1,-1,1,1
"FAHD2B",-1,-1,1,NA,1
"ECT2L",-1,-1,-1,1,1
"UPP1",-1,-1,1,1,1
"MTDH",-1,1,-1,NA,1
"PEDS1-UBE2V1",-1,NA,NA,NA,0
"R3HDM1",-1,1,-1,-1,1
"POU6F1",1,NA,NA,-1,1
"SNORA80E",-1,NA,NA,NA,0
"DNAAF5",-1,-1,-1,NA,0
"SIGMAR1",-1,-1,1,1,1
"KLF12",-1,1,-1,-1,1
"LOC105370196",1,NA,NA,NA,0
"105378077",1,NA,NA,NA,0
"ECE1-AS1",1,NA,NA,NA,0
"CYP46A1",1,-1,-1,1,1
"CRYBA4",1,1,1,-1,1
"HBS1L",-1,1,-1,1,1
"GRIK4",1,-1,-1,1,1
"PTPRZ1",-1,-1,-1,1,1
"FDXACB1",-1,1,-1,-1,1
"AFF4",1,-1,-1,-1,1
"XPO1",-1,1,-1,1,1
"SLC35B4",1,-1,-1,NA,1
"BMX",1,-1,1,1,1
"RTN4",-1,1,-1,1,1
"NTPCR",-1,1,1,NA,1
"AKR1B10",-1,-1,1,-1,1
"EVI2B",1,1,-1,-1,1
"ATP6AP1",1,-1,1,-1,1
"CRTC3",1,-1,-1,1,1
"DNAJC28",-1,1,-1,-1,1
"MGAT4A",-1,1,1,1,1
"RNF10",1,1,1,1,0
"TRRAP",-1,1,-1,-1,1
"ARL13A",1,-1,-1,-1,1
"NUB1",-1,1,1,-1,1
"HS6ST3",1,-1,-1,1,1
"KRT27",1,1,1,NA,0
"HROB",1,NA,NA,NA,0
"LINC03063",1,NA,NA,NA,0
"ANKRD20A4-ANKRD20A20P",1,NA,NA,NA,0
"SUSD2",1,-1,1,1,1
"ZC3H8",1,1,-1,-1,1
"AKR7A2",-1,1,1,-1,1
"ZNHIT6",1,1,1,-1,1
"PCGF5",-1,1,1,1,1
"ADAM10",1,1,-1,1,1
"SEC61A1",-1,1,1,NA,1
"CD209",1,1,-1,1,1
"HCN2",1,NA,NA,1,0
"112267961",-1,NA,NA,NA,0
"BSPRY",-1,1,1,NA,1
"SLC6A4",1,-1,1,-1,1
"NDUFA12",-1,1,1,1,1
"GLDN",1,-1,1,1,1
"INMT-MINDY4",1,-1,-1,NA,1
"AP3M1",1,1,-1,-1,1
"KDM6A",1,1,-1,-1,1
"JPT1",-1,1,1,NA,1
"HCRTR1",1,-1,-1,-1,1
"ALKBH5",-1,1,1,1,1
"PLBD1",1,1,-1,NA,1
"GPI",1,-1,-1,NA,1
"GSE1",1,-1,-1,NA,1
"WDR86-AS1",1,NA,NA,NA,0
"PCDHGA5",1,-1,-1,-1,1
"GOLGA8A",1,-1,-1,NA,1
"BCL7B",1,1,1,1,0
"PTGER3",-1,1,-1,-1,1
"LMCD1-AS1",1,NA,NA,NA,0
"MESP2",-1,1,1,-1,1
"PIK3CB",-1,1,-1,1,1
"RIN2",1,1,-1,NA,1
"ATP9A",1,-1,-1,1,1
"FREM2",1,1,-1,NA,1
"TDRKH",1,1,-1,-1,1
"CR1",1,1,-1,-1,1
"ADAM17",-1,-1,-1,1,1
"LY6S-AS1",1,NA,NA,NA,0
"LOC107985204",1,NA,NA,NA,0
"C3orf18",-1,1,-1,1,1
"SYT10",1,-1,-1,NA,1
"GLRX2",-1,1,1,1,1
"CENPA",1,1,-1,NA,1
"CREG2",1,1,-1,NA,1
"ADAMTS16",-1,-1,-1,1,1
"CRYBA1",1,-1,1,1,1
"ADH1C",-1,-1,-1,1,1
"MIR497HG",-1,NA,NA,NA,0
"RRP1B",-1,-1,1,1,1
"NUFIP2",-1,-1,-1,1,1
"NOA1",-1,NA,NA,NA,0
"ZBED3",1,-1,1,NA,1
"UBE2A",-1,-1,-1,1,1
"METTL26",1,1,1,NA,0
"HMGB1",-1,1,-1,1,1
"GSTO1",1,1,1,-1,1
"PCDHGB7",1,-1,-1,1,1
"CDH15",1,1,1,-1,1
"MPPED2",-1,1,-1,1,1
"QPCT",1,1,-1,-1,1
"PLCB3",-1,-1,1,-1,1
"CAPZB",-1,1,1,-1,1
"CLCC1",1,1,-1,1,1
"KANSL1",1,-1,-1,NA,1
"FAM83E",1,-1,-1,1,1
"PCDHA2",1,-1,-1,1,1
"TRIM25",-1,-1,-1,-1,0
"WFDC21P",-1,NA,NA,NA,0
"ASCC2",1,1,1,1,0
"MGRN1",1,-1,-1,-1,1
"LOC107985034",-1,NA,NA,NA,0
"LARGE1",-1,1,-1,NA,1
"KCNJ13",-1,1,-1,1,1
"CYRIB",1,NA,NA,NA,0
"TMEM38B",-1,1,-1,1,1
"DRD4",-1,-1,1,1,1
"LOC100288162",1,NA,NA,NA,0
"LOC105373429",1,NA,NA,NA,0
"DNAJC9",-1,-1,-1,-1,0
"LOC107985695",1,NA,NA,NA,0
"ZP3",1,1,1,-1,1
"NREP",-1,1,-1,NA,1
"SFT2D2",1,1,-1,-1,1
"SLX4IP",-1,-1,-1,NA,0
"MSH3",-1,1,-1,1,1
"FAM222B",1,1,1,NA,0
"ERICH5",-1,-1,-1,NA,0
"TBC1D2B",-1,1,-1,1,1
"PDGFRL",-1,1,1,NA,1
"LOC107985675",1,NA,NA,NA,0
"EGLN1",-1,1,-1,NA,1
"GDF10",1,NA,NA,-1,1
"NLGN2",-1,-1,-1,1,1
"ANKRD44-IT1",1,NA,NA,NA,0
"TIMP1",-1,-1,1,NA,1
"KCNK12",1,-1,-1,-1,1
"WWC1",-1,1,1,1,1
"AGBL5",1,-1,-1,-1,1
"CHN1",-1,-1,1,-1,1
"GNB4",-1,1,-1,-1,1
"GSTM5",1,-1,-1,-1,1
"PANX2",1,1,1,-1,1
"TAFA1",1,NA,NA,NA,0
"LOC105371692",1,NA,NA,NA,0
"PCDHA1",1,1,1,1,0
"PCDHACT",1,NA,NA,NA,0
"FBF1",1,-1,1,-1,1
"FAM133B",-1,-1,-1,1,1
"TNKS",1,-1,-1,-1,1
"CSNK1G3",-1,1,-1,1,1
"MARVELD1",1,-1,-1,1,1
"LOC105375119",1,NA,NA,NA,0
"DDX17",1,-1,-1,-1,1
"TTF2",-1,-1,-1,-1,0
"UBE2D4",-1,1,1,-1,1
"ENOX2",-1,1,-1,1,1
"CXorf58",-1,-1,-1,NA,0
"C2orf42",-1,1,1,-1,1
"HOXD1",-1,NA,NA,-1,0
"FGFR3",1,-1,-1,-1,1
"LINC00994",1,NA,NA,NA,0
"ZNF490",1,-1,-1,1,1
"LOC105376825",1,NA,NA,NA,0
"VSX1",1,-1,-1,1,1
"NRXN1",-1,1,-1,1,1
"RSPH3",-1,-1,-1,-1,0
"ZNF70",-1,NA,NA,-1,0
"MFN1",-1,-1,-1,1,1
"TRIM61",-1,1,-1,-1,1
"CCDC88B",1,1,1,1,0
"TMEM35B",-1,1,1,NA,1
"UBD",-1,1,1,-1,1
"NFE2L1",1,1,-1,-1,1
"LRRC37A4P",1,NA,NA,NA,0
"TNFAIP8L2",1,NA,NA,1,0
"GRK3",1,1,-1,NA,1
"NFKB1",1,1,-1,-1,1
"PHLDA2",-1,NA,NA,1,1
"MMS22L",-1,-1,-1,1,1
"EIF4A1",-1,-1,-1,1,1
"PROKR2",1,1,1,1,0
"BMP2K",-1,1,-1,-1,1
"STK11IP",1,-1,1,-1,1
"ZAR1L",-1,-1,-1,-1,0
"SLC8A2",1,-1,-1,-1,1
"HRH4",-1,1,-1,-1,1
"TCF12",-1,1,-1,-1,1
"CTNNBIP1",-1,1,-1,1,1
"BAIAP3",1,-1,-1,1,1
"ENDOG",-1,NA,NA,1,1
"SRGAP2",1,-1,-1,-1,1
"CEBPE",1,1,-1,1,1
"KRCC1",-1,NA,NA,1,1
"112268035",1,NA,NA,NA,0
"IFT27",-1,-1,-1,-1,0
"ZNF862",-1,-1,-1,-1,0
"SCAMP4",1,-1,1,-1,1
"H2BP2",-1,NA,NA,NA,0
"CYBRD1",1,1,-1,-1,1
"GET3",1,NA,NA,NA,0
"CD300H",1,NA,NA,NA,0
"XRCC3",1,-1,-1,1,1
"NLE1",-1,-1,-1,-1,0
"TMEM35A",1,-1,-1,NA,1
"LOC105371120",1,NA,NA,NA,0
"PRKAA2",-1,-1,-1,1,1
"UXS1",1,1,-1,-1,1
"CHRNA9",1,-1,-1,1,1
"SNRPB",-1,1,1,-1,1
"HLA-J",-1,NA,NA,-1,0
"USP28",-1,-1,-1,-1,0
"ZNF343",-1,-1,-1,-1,0
"PLCB1",-1,-1,-1,-1,0
"ARHGEF39",-1,-1,1,NA,1
"SYCP2",-1,-1,-1,-1,0
"ZNF292",-1,-1,-1,-1,0
"NPIPB13",1,-1,-1,NA,1
"PPL",1,-1,-1,1,1
"SRSF10",-1,-1,-1,-1,0
"REREP3",-1,NA,NA,NA,0
"SLC25A17",-1,-1,1,NA,1
"ZDHHC20",1,1,-1,-1,1
"KDM4B",1,-1,-1,1,1
"CNOT2",-1,-1,-1,1,1
"KRAS",-1,1,-1,1,1
"MYO1H",1,-1,-1,-1,1
"RNF166",-1,1,1,NA,1
"PDZRN4",-1,1,-1,1,1
"DHH",-1,NA,NA,1,1
"ZSCAN5C",1,1,-1,NA,1
"PRKAR2A",-1,1,-1,-1,1
"105376287",1,NA,NA,NA,0
"FAM72B",1,1,1,NA,0
"NUPR2",-1,NA,NA,NA,0
"ARFGAP2",1,-1,1,-1,1
"PCYOX1",1,-1,-1,-1,1
"VIT",1,-1,-1,1,1
"PCDHGB6",1,-1,-1,1,1
"TPM1",-1,-1,-1,-1,0
"MKI67",-1,1,1,-1,1
"CAP2",-1,-1,-1,NA,0
"RASGRF2",-1,-1,1,NA,1
"ACVR1",-1,1,-1,-1,1
"SORBS3",-1,1,1,-1,1
"TRIM38",-1,NA,NA,1,1
"C17orf50",1,-1,-1,1,1
"TF",1,-1,-1,1,1
"MSMB",-1,-1,-1,-1,0
"PLXND1",-1,1,1,NA,1
"TMEM31",1,NA,NA,NA,0
"BBX",-1,1,-1,-1,1
"ACTRT3",1,NA,NA,NA,0
"ASIP",1,1,1,-1,1
"PICSAR",-1,NA,NA,NA,0
"P2RY13",1,NA,NA,-1,1
"STATH",1,-1,1,1,1
"CLSTN1",-1,1,1,NA,1
"SNX10",-1,1,1,1,1
"HDHD5",-1,1,1,NA,1
"KCNQ1",1,-1,-1,-1,1
"TALAM1",1,NA,NA,NA,0
"FNTB",1,-1,1,NA,1
"MALAT1",1,NA,NA,NA,0
"PDXDC1",1,-1,-1,NA,1
"CD40LG",-1,1,1,-1,1
"MINDY4",1,-1,1,NA,1
"XPO4",1,1,-1,-1,1
"SLAMF9",1,-1,-1,-1,1
"FBXL14",1,1,-1,1,1
"CAPN6",1,NA,NA,1,0
"RNF19B",-1,1,-1,1,1
"PRKRA",-1,-1,-1,1,1
"IL31RA",1,1,1,NA,0
"VCF2",-1,NA,NA,NA,0
"MYH10",1,1,-1,NA,1
"CDK5RAP2",1,-1,1,-1,1
"PEF1",1,-1,-1,NA,1
"ACAD9",1,-1,1,-1,1
"SLC30A5",1,-1,1,-1,1
"SLC39A12",-1,1,1,-1,1
"DOCK11",-1,1,1,-1,1
"TBC1D5",1,1,-1,-1,1
"TRPM4",1,-1,1,-1,1
"NINJ1",-1,1,-1,-1,1
"NUDC",-1,-1,1,-1,1
"MMP1",-1,NA,NA,-1,0
"AAR2",1,-1,-1,NA,1
"TUBAL3",1,-1,1,-1,1
"UNC5CL",-1,-1,-1,1,1
"NDUFB6",1,1,-1,NA,1
"KCTD18",-1,1,-1,-1,1
"G6PD",-1,-1,-1,1,1
"GNA11",1,-1,-1,-1,1
"FGFBP2",-1,-1,1,1,1
"KATNAL2",-1,-1,-1,-1,0
"SNX31",-1,-1,-1,1,1
"APBB1IP",-1,-1,-1,1,1
