"","V1","V2","V3","V4","V5"
"NCAN",1,NA,NA,NA,0
"MC4R",1,NA,NA,NA,0
"LINC01694",1,NA,NA,NA,0
"RNASEH2A",1,NA,NA,NA,0
"PPBPP2",1,NA,NA,NA,0
"105374364",1,NA,NA,NA,0
"ADH1A",1,NA,NA,NA,0
"DPRXP4",1,NA,NA,NA,0
"SULT1B1",1,NA,-1,NA,1
"HAND1",1,NA,NA,NA,0
"RNA18SN3",-1,NA,NA,NA,0
"PGBD4",1,NA,NA,NA,0
"LINC02315",1,NA,NA,NA,0
"PCDHB4",1,NA,NA,NA,0
"PRSS53",1,-1,NA,NA,1
"ASH1L-AS1",1,NA,NA,NA,0
"LINC01001",1,NA,NA,NA,0
"MRPL36",1,NA,NA,NA,0
"NT5DC2",1,NA,NA,NA,0
"EID2B",1,NA,NA,NA,0
"H2BC3",1,NA,NA,NA,0
"OR13C8",1,NA,NA,NA,0
"OR52N4",1,NA,NA,NA,0
"KRTAP26-1",1,NA,NA,-1,1
"LOC107984746",1,NA,NA,NA,0
"SNORA70I",1,NA,NA,NA,0
"CTSF",1,NA,NA,NA,0
"RPL31P11",1,NA,NA,NA,0
"FBXO6",1,NA,NA,NA,0
"MAB21L1",1,NA,NA,NA,0
"CENPT",1,NA,NA,NA,0
"RAET1E-AS1",1,NA,NA,NA,0
"BEND3P3",1,NA,NA,NA,0
"OR13C4",1,NA,NA,NA,0
"OR6Y1",1,NA,NA,NA,0
"LCMT2",1,NA,NA,NA,0
"PCGF3-AS1",1,NA,NA,NA,0
"AHCTF1P1",1,NA,NA,NA,0
"FAM47A",1,NA,NA,NA,0
"IL26",1,NA,NA,NA,0
"POU5F1P4",1,NA,NA,NA,0
"ATP8B3",1,NA,NA,NA,0
"SLC27A6",1,NA,NA,NA,0
"MIR124-1HG",1,NA,NA,NA,0
"HBG2",1,1,1,NA,0
"OR5AK2",1,NA,-1,NA,1
"PWAR1",1,NA,NA,NA,0
"OR2G3",1,NA,NA,NA,0
"PRR18",1,NA,NA,NA,0
"LINC00652",1,NA,NA,NA,0
"FTHL17",1,NA,NA,NA,0
"LINC02887",1,NA,NA,NA,0
"IPO4",1,NA,NA,NA,0
"CRYBB3",1,NA,NA,NA,0
"FOXP3",1,NA,NA,NA,0
"GK2",1,NA,NA,NA,0
"OR2B3",1,NA,NA,NA,0
"PCDHB5",1,NA,NA,NA,0
"LCN12",1,NA,NA,NA,0
"OR6M1",1,NA,NA,NA,0
"OR4N3P",1,NA,NA,NA,0
"EPHB6",1,NA,NA,NA,0
"KRTAP27-1",1,NA,NA,NA,0
"FAM187B",1,NA,1,NA,0
"GPER1",1,NA,NA,NA,0
"OR2M1P",1,NA,NA,NA,0
"NPRL2",1,NA,NA,NA,0
"MGAT1",1,NA,NA,NA,0
"MAP10",1,NA,NA,NA,0
"KRTAP6-3",1,NA,NA,NA,0
"OR4E2",1,NA,NA,NA,0
"OR51V1",1,NA,NA,NA,0
"CGB7",1,-1,1,NA,1
"LOC101929819",1,NA,NA,NA,0
"DNAJB7",1,NA,NA,NA,0
"POU4F3",1,NA,NA,NA,0
"PCDHB15",1,NA,-1,NA,1
"LOC107985289",1,NA,NA,NA,0
"OR2G2",1,NA,NA,NA,0
"EIF3IP1",1,NA,NA,NA,0
"PCDHB9",1,NA,NA,NA,0
"OR51B4",1,NA,NA,NA,0
"DDX11L17",1,NA,NA,NA,0
"OR14I1",1,NA,NA,NA,0
"KRTAP13-2",1,-1,NA,NA,1
"GAREM2",1,NA,NA,NA,0
"ACOX2",1,NA,NA,NA,0
"RAB15",1,NA,NA,NA,0
"IQCF2",1,NA,-1,NA,1
"LINC00320",1,NA,NA,NA,0
"OR2AK2",1,NA,NA,NA,0
"CITED4",1,NA,NA,NA,0
"CDK20",1,NA,NA,NA,0
"OR5P2",1,NA,NA,NA,0
"LGALS2",1,NA,NA,NA,0
"HSD17B8",1,NA,NA,NA,0
"FEM1A",1,NA,NA,NA,0
"LINC02982",1,NA,NA,NA,0
"CCDC172",1,NA,NA,NA,0
"LCDR",1,NA,NA,NA,0
"CXADRP3",1,NA,NA,NA,0
"LOC105378699",1,NA,NA,NA,0
"OR1S2",1,NA,NA,NA,0
"LOC392196",1,NA,NA,NA,0
"TAAR9",1,NA,NA,NA,0
"CASC9",1,NA,NA,NA,0
"OR6K2",1,NA,NA,NA,0
"OR52D1",1,-1,NA,NA,1
"OR5K1",1,NA,NA,NA,0
"IL5",1,NA,NA,NA,0
"GALR3",1,-1,NA,NA,1
"OR6P1",1,NA,NA,NA,0
"A2M-AS1",1,NA,NA,NA,0
"EDRF1-DT",1,NA,NA,NA,0
"LOC646214",1,NA,NA,NA,0
"CFAP97D1",1,NA,NA,NA,0
"OR11H1",1,NA,NA,NA,0
"OR11H6",1,-1,NA,NA,1
"OR51T1",1,NA,NA,NA,0
"ZDHHC19",1,NA,NA,NA,0
"107985019",1,NA,NA,NA,0
"107984847",1,NA,NA,NA,0
"TMEM107",1,NA,NA,NA,0
"TRIM16L",1,NA,NA,NA,0
"NANOGP8",1,NA,NA,NA,0
"OR4K13",1,NA,NA,NA,0
"GCNT7",1,NA,NA,NA,0
"DCTN1-AS1",1,NA,NA,NA,0
"105377771",1,NA,NA,NA,0
"GGTA1",1,NA,NA,NA,0
"OR11H12",1,NA,NA,NA,0
"NANOG",1,NA,NA,NA,0
"LOC283038",1,NA,NA,NA,0
"OR8D4",1,-1,NA,NA,1
"RNA18SN2",-1,NA,NA,NA,0
"PTTG3P",1,NA,NA,NA,0
"OR6N2",1,NA,NA,NA,0
"FERMT3",1,NA,NA,NA,0
"OR7A17",1,NA,NA,NA,0
"LOC284191",1,NA,NA,NA,0
"DDX11L9",1,NA,NA,NA,0
"NAP1L2",1,NA,NA,NA,0
"RNA18SN4",-1,NA,NA,NA,0
"OR2D2",1,NA,-1,NA,1
"RNA18SN1",-1,NA,NA,NA,0
"REP15",1,NA,NA,NA,0
"ACTR3BP2",1,NA,NA,NA,0
"105375551",1,NA,NA,NA,0
"USP17L28",1,NA,NA,NA,0
"ATP2B1-AS1",1,NA,NA,NA,0
"IFNA16",1,NA,NA,NA,0
"NOG",1,NA,NA,NA,0
"OR5F1",1,NA,NA,NA,0
"OR2M4",1,NA,NA,NA,0
"AQP6",1,-1,NA,NA,1
"ZAN",1,NA,NA,NA,0
"CABP2",1,NA,NA,NA,0
"TOP1P1",1,NA,NA,NA,0
"OR51G1",1,NA,NA,NA,0
"OR2T29",1,NA,NA,NA,0
"BCAR4",1,NA,NA,NA,0
"OR8D1",1,-1,NA,NA,1
"TNP2",1,NA,NA,NA,0
"DNAJB3",1,NA,NA,NA,0
"OR2A14",1,NA,NA,NA,0
"OR10T2",1,NA,NA,NA,0
"CLEC4M",1,-1,NA,NA,1
"BEST3",1,NA,NA,NA,0
"LOC105371802",1,NA,NA,NA,0
"CTC1",1,NA,NA,NA,0
"DUSP2",1,NA,NA,NA,0
"RNR2",-1,NA,NA,NA,0
"FAM178B",1,NA,NA,NA,0
"643763",1,NA,NA,NA,0
"LINC01018",1,NA,NA,NA,0
"DENND10P1",1,NA,NA,NA,0
"LINC01366",1,NA,NA,NA,0
"RNA18SN5",-1,NA,NA,NA,0
"LINC00504",1,NA,NA,NA,0
"LOC105378654",1,NA,NA,NA,0
"CCL25",1,1,NA,NA,0
"LINC01126",1,NA,NA,NA,0
"LINC00938",1,NA,NA,NA,0
"OR10R2",1,NA,NA,NA,0
"TPPP2",1,NA,NA,NA,0
"HSD17B14",1,NA,NA,NA,0
"PRAME",1,NA,NA,NA,0
"LOC105374455",1,NA,NA,NA,0
"SPDYE2B",1,NA,NA,NA,0
"LOC107987299",1,NA,NA,NA,0
"OR4A5",1,NA,NA,NA,0
"LOC100286922",1,NA,NA,NA,0
"LPIN3",1,NA,NA,NA,0
"FAAP20",1,NA,NA,NA,0
"CCL27",1,NA,NA,NA,0
"PPP1R2B",1,NA,NA,NA,0
"FAM86EP",1,NA,NA,NA,0
"NPFFR1",1,NA,NA,NA,0
"PPIAL4H",1,NA,1,NA,0
"DCAF15",1,NA,NA,NA,0
"SPDYE5",1,NA,NA,NA,0
"SNTA1",1,NA,NA,NA,0
"LOC107984889",1,NA,NA,NA,0
"OR8G5",1,-1,NA,NA,1
"LOC105375484",1,NA,NA,NA,0
"OR4C16",1,NA,NA,NA,0
"ABHD14A-ACY1",1,NA,NA,NA,0
"ACY1",1,NA,NA,NA,0
"HAL",1,NA,NA,NA,0
"LINC00693",1,NA,NA,NA,0
"KCNA5",1,NA,NA,NA,0
"GPR141",1,1,NA,NA,0
"OR2A5",1,NA,NA,NA,0
"SURF1",1,NA,NA,NA,0
"MAP4K2",1,NA,NA,NA,0
"LOC105377740",1,NA,NA,NA,0
"MIR548I1",1,NA,NA,NA,0
"IFNA5",1,NA,NA,NA,0
"SEMA3F",1,NA,NA,NA,0
"OR4F15",1,NA,-1,NA,1
"KRT25",1,NA,NA,NA,0
"SLC17A1",1,NA,NA,NA,0
"DPY19L2P4",1,NA,NA,NA,0
"CDK5",1,NA,NA,NA,0
"LOC100131289",1,NA,NA,NA,0
"OR5L2",1,NA,NA,NA,0
"SCARNA13",-1,NA,NA,NA,0
"C14orf178",1,NA,1,NA,0
"OR4B1",1,NA,NA,NA,0
"PPCDC",1,NA,NA,NA,0
"LINC00622",1,NA,NA,NA,0
"BTBD17",1,NA,NA,NA,0
"RNA45SN1",-1,NA,NA,NA,0
"LINC01503",1,NA,NA,NA,0
"RNASE2",1,NA,NA,NA,0
"SNHG10",-1,NA,NA,NA,0
"OR10X1",1,NA,NA,NA,0
"RNA45SN3",-1,NA,NA,NA,0
"TBC1D3K",1,1,NA,NA,0
"OR5AK4P",1,NA,NA,NA,0
"DDX11L5",1,NA,NA,NA,0
"GDPD3",1,NA,NA,NA,0
"ADRA2A",1,NA,NA,NA,0
"LOC105373529",1,NA,NA,NA,0
"MYH4",1,NA,NA,NA,0
"SPRYD4",1,NA,NA,NA,0
"LOC102724851",1,NA,NA,NA,0
"OR2AG1",1,NA,NA,NA,0
"CXorf51B",1,NA,NA,NA,0
"FUNDC2P2",1,NA,NA,NA,0
"SOWAHC",1,NA,NA,NA,0
"CXCR1",1,NA,-1,NA,1
"TCP10L3",1,NA,NA,NA,0
"CIMIP2A",1,NA,NA,NA,0
"FRG2C",1,NA,NA,NA,0
"RLN3",1,NA,NA,NA,0
"IFNA14",1,NA,NA,NA,0
"NDUFB2-AS1",1,NA,NA,NA,0
"HHIPL2",1,NA,NA,NA,0
"IFNA4",1,NA,NA,NA,0
"LOC642361",1,NA,NA,NA,0
"BGLAP",1,NA,NA,NA,0
"LINC01164",1,NA,NA,NA,0
"LINC00598",1,NA,NA,NA,0
"KRT37",1,NA,NA,NA,0
"TTC3P1",1,NA,NA,NA,0
"OR4Q3",1,NA,NA,NA,0
"KRTAP19-8",1,NA,-1,NA,1
"LOC105376078",1,NA,NA,NA,0
"MEIOC",1,NA,NA,NA,0
"LOC102723532",1,NA,NA,NA,0
"LOC730234",1,NA,NA,NA,0
"KRTAP15-1",1,NA,NA,NA,0
"SLCO4A1",1,-1,NA,NA,1
"AHSP",1,NA,NA,NA,0
"FAM157A",1,NA,NA,NA,0
"KRTAP6-2",1,NA,NA,NA,0
"OR4A16",1,NA,NA,NA,0
"OR5M11",1,NA,NA,NA,0
"RHCG",1,NA,NA,NA,0
"OR2T10",1,NA,NA,NA,0
"PER1",1,NA,NA,NA,0
"QRICH2",1,NA,NA,NA,0
"OR2M5",1,NA,NA,NA,0
"CXorf51A",1,NA,NA,NA,0
"AKR7A3",1,NA,NA,NA,0
"CLPSL1",1,-1,NA,NA,1
"DGKI",1,-1,NA,NA,1
"HTR3B",1,NA,NA,NA,0
"HIPK4",1,NA,NA,NA,0
"BRD7P3",1,NA,NA,NA,0
"OR4A15",1,NA,NA,NA,0
"PCDHB14",1,NA,NA,NA,0
"DHFRP3",1,NA,NA,NA,0
"C1orf216",1,-1,NA,NA,1
"H2BC13",1,NA,NA,NA,0
"OR9G1",1,NA,NA,NA,0
"GOLGA8Q",1,NA,-1,NA,1
"KRT71",1,NA,NA,NA,0
"SEC14L1P1",1,NA,NA,NA,0
"CMKLR2-AS",1,NA,NA,NA,0
"SIGLEC5",1,NA,NA,NA,0
"CC2D1A",1,NA,NA,NA,0
"DACH2",1,NA,NA,NA,0
"FANCG",1,NA,NA,NA,0
"MIR664B",1,NA,NA,NA,0
"DHX37",1,NA,NA,NA,0
"OR4N4C",1,NA,NA,NA,0
"CYB5RL",1,NA,NA,NA,0
"CHST14",1,NA,NA,NA,0
"SAPCD1",1,NA,NA,NA,0
"HEXA-AS1",1,NA,NA,NA,0
"LINC00547",1,NA,NA,NA,0
"SAPCD1-AS1",1,NA,NA,NA,0
"LINC00840",1,NA,NA,NA,0
"MYF6",1,NA,NA,NA,0
"EPN3",1,NA,NA,NA,0
"SNORA78",1,NA,NA,NA,0
"LINC01343",1,NA,NA,NA,0
"MAFG",1,NA,NA,NA,0
"SPINK6",1,NA,NA,NA,0
"ZNF365",1,NA,NA,NA,0
"SLC17A3",1,NA,NA,NA,0
"OR5T2",1,NA,NA,NA,0
"LINC01005",1,NA,NA,NA,0
"LINC00619",1,NA,NA,NA,0
"TMEM81",1,NA,NA,NA,0
"GCSAML",1,NA,NA,NA,0
"TIMELESS",1,NA,NA,NA,0
"OR10A5",1,NA,NA,NA,0
"OR10K2",1,NA,NA,NA,0
"NOL4L",1,NA,NA,NA,0
"KCNIP2",1,NA,NA,NA,0
"OR5M9",1,NA,NA,NA,0
"RNA45SN5",-1,NA,NA,NA,0
"KRTAP25-1",1,NA,NA,NA,0
"LOC107987095",1,NA,NA,NA,0
"MMP27",1,NA,NA,NA,0
"MAB21L2",1,NA,NA,NA,0
"LOC105373404",1,NA,NA,NA,0
"C8orf48",1,NA,NA,NA,0
"LOC102723749",1,NA,NA,NA,0
"GAGE13",1,NA,NA,NA,0
"OR2D3",1,NA,NA,NA,0
"GJD2-DT",1,NA,NA,NA,0
"CASP14",1,NA,NA,NA,0
"RNF5",1,NA,NA,NA,0
"OR14J1",1,NA,NA,NA,0
"S100A12",1,NA,NA,NA,0
"KLHL14",1,NA,NA,NA,0
"HOGA1",1,NA,NA,NA,0
"IGDCC3",1,NA,NA,NA,0
"OR5T1",1,NA,NA,NA,0
"KCTD11",1,NA,NA,NA,0
"SH2D3A",1,NA,NA,NA,0
"RNA45SN2",-1,NA,NA,NA,0
"OR52E4",1,NA,NA,NA,0
"RNA45SN4",-1,NA,NA,NA,0
"SNORA70B",1,NA,NA,NA,0
"OR10A6",1,NA,NA,NA,0
"MS4A12",1,NA,NA,NA,0
"ZNF185",1,NA,NA,NA,0
"SIGLEC16",1,NA,NA,NA,0
"EPN1",1,NA,NA,NA,0
"OR6C75",1,NA,NA,NA,0
"CECR2",1,NA,NA,NA,0
"OR14A16",1,NA,NA,NA,0
"LOC105374589",1,NA,NA,NA,0
"RPS10P7",1,NA,NA,NA,0
"NBPF6",1,NA,NA,NA,0
"OR5B3",1,NA,NA,NA,0
"CACNA1S",1,NA,NA,NA,0
"LOC554206",1,NA,NA,NA,0
"PROZ",1,NA,NA,NA,0
"LOC107984200",1,NA,NA,NA,0
"ELAVL3",1,NA,NA,NA,0
"SIGLEC11",1,NA,NA,NA,0
"CIDEC",1,1,-1,NA,1
"UGT1A7",1,NA,NA,NA,0
"SNORA69",1,NA,NA,NA,0
"LOC105370912",1,NA,NA,NA,0
"OR51A7",1,NA,NA,NA,0
"VCX2",1,NA,NA,NA,0
"AMHR2",1,NA,NA,NA,0
"OR51B2",1,NA,NA,NA,0
"PIP5KL1",1,NA,NA,NA,0
"RNA28SN1",-1,NA,NA,NA,0
"MRPL55",1,NA,NA,NA,0
"HCAR3",1,NA,-1,NA,1
"TAAR6",1,NA,NA,NA,0
"C1GALT1C1L",1,NA,NA,NA,0
"OR5B2",1,NA,NA,NA,0
"OR9K2",1,NA,NA,NA,0
"105369320",1,NA,NA,NA,0
"LNCRNA-IUR",1,NA,NA,NA,0
"SMG7-AS1",1,NA,NA,NA,0
"LOC105369965",1,NA,NA,NA,0
"RRP12",1,NA,NA,NA,0
"HAVCR1P1",1,NA,NA,NA,0
"TAAR1",1,NA,NA,NA,0
"KRT24",1,NA,NA,NA,0
"C12orf50",1,NA,NA,NA,0
"DPH2",1,NA,NA,NA,0
"AHSG",1,NA,NA,NA,0
"ELL3",1,NA,NA,NA,0
"LINC00668",1,NA,NA,NA,0
"PEX10",1,NA,NA,NA,0
"SLC25A21",1,NA,NA,NA,0
"OR6C4",1,-1,NA,NA,1
"RNA28SN3",-1,NA,NA,NA,0
"RNA28SN5",-1,NA,NA,NA,0
"OR4M2",1,NA,NA,NA,0
"FAM95A",1,NA,NA,NA,0
"DBIL5P2",1,NA,NA,NA,0
"OR5AS1",1,NA,NA,NA,0
"OR4K14",1,NA,NA,NA,0
"OR4N5",1,NA,NA,NA,0
"CDC14C",1,NA,NA,NA,0
"OR4N2",1,NA,-1,NA,1
"TRMT12",1,NA,NA,NA,0
"SELENOV",1,NA,NA,NA,0
"KMT5C",1,NA,NA,NA,0
"ATG9B",1,-1,NA,NA,1
"OR10A2",1,-1,NA,NA,1
"ZNF605",1,NA,NA,NA,0
"REM2",1,-1,NA,NA,1
"TRIM52-AS1",1,NA,NA,NA,0
"GRIN2C",1,NA,NA,NA,0
"BHLHE22",1,NA,NA,NA,0
"H2BC17",1,NA,NA,NA,0
"SEC14L6",1,NA,NA,NA,0
"107984841",1,NA,NA,NA,0
"IL1F10",1,1,NA,NA,0
"IFNA10",1,NA,NA,NA,0
"OR52E8",1,NA,NA,NA,0
"LINC01465",1,NA,NA,NA,0
"OR4K5",1,NA,NA,NA,0
"CHAF1A",1,NA,NA,NA,0
"MARS2",1,NA,NA,NA,0
"RIOX1",1,NA,NA,NA,0
"RNF157",1,NA,NA,NA,0
"TSPYL5",1,NA,NA,NA,0
"LEAP2",1,NA,NA,NA,0
"KCP",1,NA,NA,NA,0
"GAS5-AS1",1,NA,NA,NA,0
"C20orf173",1,-1,-1,NA,1
"GSTT4",1,NA,NA,NA,0
"PTENP1",1,NA,NA,NA,0
"112268202",1,NA,NA,NA,0
"BRDTP1",1,NA,NA,NA,0
"PEAK3",1,NA,NA,NA,0
"ZNF623",1,NA,NA,NA,0
"PRLHR",1,NA,NA,NA,0
"ZNF778",1,NA,NA,NA,0
"MIR6873",1,NA,NA,NA,0
"NICN1",1,NA,NA,NA,0
"OR52A1",1,NA,NA,NA,0
"TAT",1,-1,NA,NA,1
"TRPT1",1,NA,NA,NA,0
"BNIP5",1,NA,NA,NA,0
"UGT1A10",1,NA,NA,NA,0
"ACAP1",1,NA,NA,NA,0
"PBX1-AS1",1,NA,NA,NA,0
"SLC10A5",1,NA,NA,NA,0
"OR2M2",1,NA,NA,NA,0
"RNA28SN4",-1,NA,NA,NA,0
"RAB9BP1",1,NA,NA,NA,0
"FAM9B",1,NA,NA,NA,0
"SAP25",1,NA,1,NA,0
"RNA28SN2",-1,NA,NA,NA,0
"CORO1A",1,1,NA,NA,0
"SHROOM1",1,NA,NA,NA,0
"CDH17",1,-1,NA,NA,1
"RNASE3",1,NA,NA,NA,0
"REG1B",1,NA,NA,NA,0
"SLC15A1",1,NA,NA,NA,0
"ANXA2P3",1,NA,NA,NA,0
"GAGE2A",1,NA,NA,NA,0
"SIGLEC10",1,NA,NA,NA,0
"KRTAP19-1",1,NA,NA,NA,0
"SOHLH2",1,NA,NA,NA,0
"UBE2NL",1,NA,NA,NA,0
"MGC4859",1,NA,NA,NA,0
"LOC105371634",1,NA,NA,NA,0
"OR6K3",1,NA,NA,NA,0
"PCDH8",1,-1,NA,NA,1
"OR4C13",1,NA,NA,NA,0
"LINC00161",1,NA,NA,NA,0
"OR2M7",1,NA,NA,NA,0
"LOC105373075",1,NA,NA,NA,0
"CNIH2",1,NA,NA,NA,0
"LOC100287792",1,NA,NA,NA,0
"UBQLN3",1,NA,NA,NA,0
"LOC105377177",1,NA,NA,NA,0
"KRTAP19-5",1,NA,NA,NA,0
"SOX21",1,-1,NA,NA,1
"PIK3CD-AS1",1,NA,NA,NA,0
"OR4M1",1,NA,NA,NA,0
"HSD3B7",1,NA,NA,NA,0
"LOC105378390",1,NA,NA,NA,0
"OR10A7",1,NA,NA,NA,0
"GIPR",1,-1,NA,NA,1
"LINC00880",1,NA,NA,NA,0
"SHANK2",1,NA,NA,NA,0
"LOC100289230",1,NA,NA,NA,0
"FRMD7",1,NA,NA,NA,0
"CCKBR",1,NA,NA,NA,0
"SLC6A16",1,NA,NA,NA,0
"CGB3",1,NA,NA,NA,0
"LINC01565",1,NA,NA,NA,0
"MTRNR2L7",1,NA,NA,NA,0
"OR4K17",1,NA,NA,NA,0
"SPATA20",1,NA,NA,NA,0
"BRDT",1,-1,NA,NA,1
"PRDM9",1,NA,NA,NA,0
"BASP1P1",1,NA,NA,NA,0
"LETR1",1,NA,NA,NA,0
"CAPZA3",1,NA,NA,NA,0
"SDAD1P1",1,NA,NA,NA,0
"OR1E1",1,NA,NA,NA,0
"DDX28",1,NA,NA,NA,0
"TCFL5",1,NA,NA,NA,0
"SNORA48",-1,NA,NA,NA,0
"OR13C2",1,NA,NA,1,0
"FRMD8P1",1,NA,NA,NA,0
"OR5AR1",1,NA,NA,NA,0
"VCX3B",1,-1,NA,NA,1
"OR51F1",1,NA,NA,NA,0
"LINC00308",1,NA,NA,NA,0
"WBP2NL",1,NA,NA,NA,0
"RFPL1",1,NA,NA,NA,0
"UTP25",1,-1,NA,NA,1
"MESTIT1",1,NA,NA,NA,0
"LINC00449",1,NA,NA,NA,0
"RAD51D",1,NA,NA,NA,0
"OR5M8",1,NA,NA,NA,0
"LINC01638",1,NA,NA,NA,0
"UGT1A9",1,NA,NA,NA,0
"SPTBN2",1,NA,NA,NA,0
"ITPK1-AS1",1,NA,NA,NA,0
"LINC00515",1,NA,NA,NA,0
"OR10A4",1,NA,NA,NA,0
"RNF175",1,NA,NA,NA,0
"CSNK1A1L",1,NA,-1,NA,1
"GLUD2",1,NA,NA,NA,0
"IFNA22P",1,NA,NA,NA,0
"LINC01482",1,NA,NA,NA,0
"CLDN22",1,-1,1,NA,1
"TBC1D3H",1,NA,1,NA,0
"OR8J3",1,NA,NA,NA,0
"FAM170A",1,NA,NA,NA,0
"LINC00943",1,NA,NA,NA,0
"FAM86FP",1,NA,NA,NA,0
"FRAT2",1,NA,NA,NA,0
"LINC01537",1,NA,NA,NA,0
"LOC105371486",1,NA,NA,NA,0
"SFT2D3",1,NA,NA,NA,0
"OR52N5",1,-1,NA,NA,1
"NBPF4",1,NA,NA,NA,0
"OR14C36",1,NA,NA,NA,0
"PCGF1",1,NA,NA,NA,0
"MED15P9",1,NA,NA,NA,0
"MRS2P2",1,NA,NA,NA,0
"SNORA49",-1,NA,NA,NA,0
"SPINK5",1,NA,NA,NA,0
"OR13C5",1,-1,NA,NA,1
"OR51F2",1,NA,NA,NA,0
"IFRD2",1,NA,NA,NA,0
"RAE1",1,NA,NA,NA,0
"TIGD1",1,NA,NA,NA,0
"SNORD150",1,NA,NA,NA,0
"FTH1P3",1,NA,NA,NA,0
"LOC105373177",1,NA,NA,NA,0
"RGL3",1,NA,NA,NA,0
"MTRNR2L8",1,NA,-1,NA,1
"DDIT3",1,NA,NA,NA,0
"CYP2D7",1,NA,NA,NA,0
"INSRR",1,NA,NA,NA,0
"ZNF56P",1,NA,NA,NA,0
"OR5K2",1,NA,NA,NA,0
"FOLR3",1,NA,NA,NA,0
"TMED10P1",1,NA,NA,NA,0
"OR2B6",1,NA,NA,NA,0
"YRDC",1,NA,NA,NA,0
"LINC01684",1,NA,NA,NA,0
"LOC105373612",1,NA,NA,NA,0
"NOD2",1,NA,NA,NA,0
"AATK",1,NA,NA,NA,0
"LINC02052",1,NA,NA,NA,0
"ABCC12",1,NA,NA,NA,0
"OR5M10",1,NA,NA,NA,0
"OR8J1",1,NA,NA,NA,0
"TBC1D3B",1,NA,NA,NA,0
"TGFBR3L",1,NA,NA,NA,0
"PBOV1",1,-1,NA,NA,1
"CTAGE15",1,NA,NA,NA,0
"HINFP",1,NA,NA,NA,0
"LOC105374346",1,NA,NA,NA,0
"COL9A3",1,NA,NA,NA,0
"SLC25A18",1,-1,NA,NA,1
"SNORA36A",1,NA,NA,NA,0
"LRRC73",1,NA,NA,NA,0
"PABPC3",1,NA,NA,NA,0
"CTAGE6",1,NA,NA,NA,0
"GSTA7P",1,NA,NA,NA,0
"CTXN3",1,NA,NA,NA,0
"DALRD3",1,NA,NA,NA,0
"RRN3P2",-1,NA,NA,NA,0
"OR2L2",1,NA,NA,NA,0
"LOC105376654",1,NA,NA,NA,0
"NT5C",1,NA,NA,NA,0
"OR8H2",1,NA,NA,NA,0
"TULP2",1,NA,NA,NA,0
"OR9G4",1,NA,NA,NA,0
"LOC101927247",1,NA,NA,NA,0
"KYAT1",1,NA,NA,NA,0
"PRAMEF20",1,NA,NA,NA,0
"OPA3",1,NA,NA,NA,0
"LOC105371507",1,NA,NA,NA,0
"OR5B12",1,NA,NA,NA,0
"PWARSN",1,NA,NA,NA,0
"LILRA5",1,NA,NA,NA,0
"OR52E6",1,NA,NA,NA,0
"IFNA17",1,NA,NA,NA,0
"PAX4",1,NA,-1,NA,1
"MIR4453HG",1,NA,NA,NA,0
"B3GALT4",1,NA,NA,NA,0
"WDR72",1,NA,NA,NA,0
"CACNG7",1,NA,-1,NA,1
"OR2J3",1,NA,NA,NA,0
"TUBB8B",1,NA,NA,NA,0
"ARC",1,NA,NA,NA,0
"LOC550113",1,NA,NA,NA,0
"SYT14P1",1,NA,NA,NA,0
"OR51A2",1,NA,NA,NA,0
"LOC105372687",1,NA,NA,NA,0
"LINC01545",1,NA,NA,NA,0
"OR2M3",1,NA,NA,NA,0
"OR5D16",1,NA,NA,NA,0
"ARGFX",1,NA,NA,NA,0
"PCDHB10",1,NA,NA,NA,0
"PYY2",1,NA,NA,NA,0
"CLCNKA",1,NA,NA,NA,0
"GJB7",1,NA,NA,NA,0
"LOC105374292",1,NA,NA,NA,0
"PAXIP1-DT",1,NA,NA,NA,0
"LINC02937",1,NA,NA,NA,0
"ABCB6",1,NA,1,NA,0
"SPATA31G1",1,NA,NA,NA,0
"LOC107985154",1,NA,NA,NA,0
"LOC286177",1,NA,NA,NA,0
"ATP6V0D1-DT",1,NA,NA,NA,0
"OR2L3",1,NA,NA,NA,0
"OR5V1",1,NA,NA,NA,0
"C2orf74",1,NA,NA,NA,0
"IL10RB-DT",1,NA,NA,NA,0
"DSPP",1,NA,NA,NA,0
"PPP1R13L",1,NA,NA,NA,0
"CELSR2",1,NA,NA,NA,0
"C6orf47",1,NA,NA,NA,0
"OR52A5",1,NA,NA,NA,0
"LOC100129434",1,NA,NA,NA,0
"KRTAP19-7",1,NA,NA,NA,0
"TEAD4",1,NA,1,NA,0
"OR6C6",1,-1,NA,NA,1
"HTR3D",1,-1,NA,NA,1
"TCF23",1,1,NA,NA,0
"107984277",1,NA,NA,NA,0
"DSE",1,NA,NA,NA,0
"LOC100289656",1,NA,NA,NA,0
"SPATA31J1",1,NA,NA,NA,0
"CLSTN2",1,NA,NA,NA,0
"ANXA2P2",1,NA,NA,NA,0
"LOC105372697",1,NA,NA,NA,0
"112268284",-1,NA,NA,NA,0
"ITIH1",1,NA,NA,NA,0
"TNK1",1,NA,NA,NA,0
"OR13C3",1,NA,NA,NA,0
"GREP1",1,NA,NA,NA,0
"LINC00865",1,NA,NA,NA,0
"MRM1",1,NA,1,NA,0
"KRTAP20-3",1,NA,NA,NA,0
"KRTAP7-1",1,1,NA,NA,0
"OR11H2",1,NA,NA,NA,0
"ACTL6B",1,NA,NA,NA,0
