"","study_1","study_2","study_3","study_4"
"SLX1A",0,0.578908572345526,0.815392460637738,0
"HHLA1",0,0.434769352926241,0.612372435695794,0.660284491530808
"H3F3B",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC087289.1",0,0.578908572345526,0.815392460637738,0
"MTSS1L",0,0.578908572345526,0.815392460637738,0
"ANGPTL3",0,0.434769352926241,0.612372435695794,0.660284491530808
"PDE6A",0,0.434769352926241,0.612372435695794,0.660284491530808
"RXFP2",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM104A",0,0.434769352926241,0.612372435695794,0.660284491530808
"RARRES3",0,0.434769352926241,0.612372435695794,0.660284491530808
"FOPNL",0,0.434769352926241,0.612372435695794,0.660284491530808
"GGT2",0,0.578908572345526,0.815392460637738,0
"C12orf29",0,0.434769352926241,0.612372435695794,0.660284491530808
"LARS",0,0.434769352926241,0.612372435695794,0.660284491530808
"ARNTL",0,0.434769352926241,0.612372435695794,0.660284491530808
"MRPS36",0,0.434769352926241,0.612372435695794,0.660284491530808
"NARS",0,0.434769352926241,0.612372435695794,0.660284491530808
"SLCO1B1",0,0.434769352926241,0.612372435695794,0.660284491530808
"YARS",0,0.434769352926241,0.612372435695794,0.660284491530808
"DSG1",0,0.434769352926241,0.612372435695794,0.660284491530808
"KDELC1",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM189A2",0,0.434769352926241,0.612372435695794,0.660284491530808
"UGT2B28",0,0.578908572345526,0.815392460637738,0
"FAM71F1",0,0.578908572345526,0.815392460637738,0
"SLC26A10",0,0.578908572345526,0.815392460637738,0
"MIP",0,0.434769352926241,0.612372435695794,0.660284491530808
"EMX1",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM129A",0,0.578908572345526,0.815392460637738,0
"NUPL2",0,0.434769352926241,0.612372435695794,0.660284491530808
"TBR1",0,0.434769352926241,0.612372435695794,0.660284491530808
"43531",0,0.578908572345526,0.815392460637738,0
"ERMN",0,0.434769352926241,0.612372435695794,0.660284491530808
"GATA4",0,0.434769352926241,0.612372435695794,0.660284491530808
"EPRS",0,0.434769352926241,0.612372435695794,0.660284491530808
"CBWD2",0,0.578908572345526,0.815392460637738,0
"FAM129B",0,0.434769352926241,0.612372435695794,0.660284491530808
"NR5A1",0,0.434769352926241,0.612372435695794,0.660284491530808
"HCRTR2",0,0.578908572345526,0.815392460637738,0
"MMP20",0,0.434769352926241,0.612372435695794,0.660284491530808
"C11orf1",0,0.434769352926241,0.612372435695794,0.660284491530808
"CASP5",0,0.434769352926241,0.612372435695794,0.660284491530808
"BCL2L10",0,0.434769352926241,0.612372435695794,0.660284491530808
"SULT6B1",0,0.434769352926241,0.612372435695794,0.660284491530808
"LBX1",0,0.434769352926241,0.612372435695794,0.660284491530808
"KIAA1109",0,0.434769352926241,0.612372435695794,0.660284491530808
"43719",0,0.578908572345526,0.815392460637738,0
"C4orf17",0,0.434769352926241,0.612372435695794,0.660284491530808
"TTLL8",0,0.578908572345526,0.815392460637738,0
"PLCZ1",0,0.434769352926241,0.612372435695794,0.660284491530808
"43533",0,0.578908572345526,0.815392460637738,0
"SYCP3",0,0.434769352926241,0.612372435695794,0.660284491530808
"CELA1",0,0.434769352926241,0.612372435695794,0.660284491530808
"C12orf10",0,0.434769352926241,0.612372435695794,0.660284491530808
"SMIM2",0,0.578908572345526,0.815392460637738,0
"MDGA2",0,0.434769352926241,0.612372435695794,0.660284491530808
"WARS",0,0.434769352926241,0.612372435695794,0.660284491530808
"WDR61",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC007950.1",0,0.578908572345526,0.815392460637738,0
"LMAN1L",0,0.578908572345526,0.815392460637738,0
"RLBP1",0,0.434769352926241,0.612372435695794,0.660284491530808
"43720",0,0.578908572345526,0.815392460637738,0
"C16orf58",0,0.578908572345526,0.815392460637738,0
"AC092338.1",0,0.578908572345526,0.815392460637738,0
"AC074143.1",0,0.578908572345526,0.815392460637738,0
"ADAD2",0,0.434769352926241,0.612372435695794,0.660284491530808
"C17orf80",0,0.434769352926241,0.612372435695794,0.660284491530808
"C17orf64",0,0.434769352926241,0.612372435695794,0.660284491530808
"RNF165",0,0.434769352926241,0.612372435695794,0.660284491530808
"TPGS1",0,0.578908572345526,0.815392460637738,0
"AC008764.1",0,0.578908572345526,0.815392460637738,0
"DNMT3L",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC008403.1",0,0.578908572345526,0.815392460637738,0
"ERVK3-1",0,0.578908572345526,0.815392460637738,0
"TIMM29",0,0.578908572345526,0.815392460637738,0
"ACP4",0,0.578908572345526,0.815392460637738,0
"FAM71E1",0,0.578908572345526,0.815392460637738,0
"AC020909.1",0,0.578908572345526,0.815392460637738,0
"EVA1B",0,0.578908572345526,0.815392460637738,0
"RRNAD1",0,0.578908572345526,0.815392460637738,0
"SYT14",0,0.434769352926241,0.612372435695794,0.660284491530808
"CRNN",0,0.434769352926241,0.612372435695794,0.660284491530808
"REN",0,0.434769352926241,0.612372435695794,0.660284491530808
"TRIM43B",0,0.578908572345526,0.815392460637738,0
"UNC80",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC073896.1",0,0.578908572345526,0.815392460637738,0
"ADGRG7",0,0.578908572345526,0.815392460637738,0
"ECE2",0,0.434769352926241,0.612372435695794,0.660284491530808
"VWA5B2",0,0.434769352926241,0.612372435695794,0.660284491530808
"GC",0,0.578908572345526,0.815392460637738,0
"SPATA5",0,0.434769352926241,0.612372435695794,0.660284491530808
"FABP2",0,0.434769352926241,0.612372435695794,0.660284491530808
"43525",0,0.578908572345526,0.815392460637738,0
"43530",0,0.578908572345526,0.815392460637738,0
"LECT2",0,0.434769352926241,0.612372435695794,0.660284491530808
"RNF145",0,0.434769352926241,0.612372435695794,0.660284491530808
"GABRA6",0,0.434769352926241,0.612372435695794,0.660284491530808
"GABRB2",0,0.434769352926241,0.612372435695794,0.660284491530808
"SPINK7",0,0.434769352926241,0.612372435695794,0.660284491530808
"GLRA1",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM217A",0,0.578908572345526,0.815392460637738,0
"PRIM2",0,0.434769352926241,0.612372435695794,0.660284491530808
"TPBG",0,0.434769352926241,0.612372435695794,0.660284491530808
"PNRC1",0,0.434769352926241,0.612372435695794,0.660284491530808
"ARMT1",0,0.578908572345526,0.815392460637738,0
"C7orf26",0,0.434769352926241,0.612372435695794,0.660284491530808
"CREB5",0,0.434769352926241,0.612372435695794,0.660284491530808
"ASB15",0,0.434769352926241,0.612372435695794,0.660284491530808
"C7orf43",0,0.434769352926241,0.612372435695794,0.660284491530808
"CNPY1",0,0.434769352926241,0.612372435695794,0.660284491530808
"AKAP4",0,0.434769352926241,0.612372435695794,0.660284491530808
"LPAR4",0,0.434769352926241,0.612372435695794,0.660284491530808
"RIPPLY1",0,0.578908572345526,0.815392460637738,0
"FRMPD3",0,0.434769352926241,0.612372435695794,0.660284491530808
"HTR2C",0,0.434769352926241,0.612372435695794,0.660284491530808
"MAGEA4",0,0.434769352926241,0.612372435695794,0.660284491530808
"SNTG1",0,0.434769352926241,0.612372435695794,0.660284491530808
"PRDM14",0,0.434769352926241,0.612372435695794,0.660284491530808
"PSKH2",0,0.434769352926241,0.612372435695794,0.660284491530808
"IFNK",0,0.434769352926241,0.612372435695794,0.660284491530808
"CBWD5",0,0.434769352926241,0.612372435695794,0.660284491530808
"C9orf3",0,0.434769352926241,0.612372435695794,0.660284491530808
"HMCN2",0,0.578908572345526,0.815392460637738,0
"LRIT1",0,0.434769352926241,0.612372435695794,0.660284491530808
"LRRC4C",0,0.434769352926241,0.612372435695794,0.660284491530808
"C11orf49",0,0.434769352926241,0.612372435695794,0.660284491530808
"TMC2",0,0.578908572345526,0.815392460637738,0
"C20orf144",0,0.578908572345526,0.815392460637738,0
"SOGA1",0,0.578908572345526,0.815392460637738,0
"SPINT4",0,0.578908572345526,0.815392460637738,0
"FAM57B",0,0.434769352926241,0.612372435695794,0.660284491530808
"CTF1",0,0.434769352926241,0.612372435695794,0.660284491530808
"CCDC83",0,0.434769352926241,0.612372435695794,0.660284491530808
"PPP1R1C",0,0.434769352926241,0.612372435695794,0.660284491530808
"C11orf53",0,0.578908572345526,0.815392460637738,0
"TEX12",0,0.434769352926241,0.612372435695794,0.660284491530808
"C2orf50",0,0.434769352926241,0.612372435695794,0.660284491530808
"C12orf45",0,0.578908572345526,0.815392460637738,0
"BTBD11",0,0.578908572345526,0.815392460637738,0
"FAM160B1",0,0.434769352926241,0.612372435695794,0.660284491530808
"RBM46",0,0.434769352926241,0.612372435695794,0.660284491530808
"SCHIP1",0,0.434769352926241,0.612372435695794,0.660284491530808
"MCHR2",0,0.434769352926241,0.612372435695794,0.660284491530808
"TMEM56",0,0.434769352926241,0.612372435695794,0.660284491530808
"HSPB8",0,0.434769352926241,0.612372435695794,0.660284491530808
"RIT2",0,0.434769352926241,0.612372435695794,0.660284491530808
"C18orf25",0,0.578908572345526,0.815392460637738,0
"G6PC2",0,0.434769352926241,0.612372435695794,0.660284491530808
"OLAH",0,0.434769352926241,0.612372435695794,0.660284491530808
"GRIA4",0,0.434769352926241,0.612372435695794,0.660284491530808
"DMP1",0,0.434769352926241,0.612372435695794,0.660284491530808
"MEPE",0,0.434769352926241,0.612372435695794,0.660284491530808
"TCTEX1D1",0,0.578908572345526,0.815392460637738,0
"WDR78",0,0.434769352926241,0.612372435695794,0.660284491530808
"CNTNAP4",0,0.434769352926241,0.612372435695794,0.660284491530808
"OR14K1",0,0.578908572345526,0.815392460637738,0
"PTPRR",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM49B",0,0.434769352926241,0.612372435695794,0.660284491530808
"TMEM251",0,0.578908572345526,0.815392460637738,0
"FAM92B",0,0.578908572345526,0.815392460637738,0
"C7orf31",0,0.434769352926241,0.612372435695794,0.660284491530808
"JPH3",0,0.434769352926241,0.612372435695794,0.660284491530808
"PANX3",0,0.434769352926241,0.612372435695794,0.660284491530808
"PPP1R3A",0,0.578908572345526,0.815392460637738,0
"CCDC173",0,0.578908572345526,0.815392460637738,0
"TMPRSS15",0,0.434769352926241,0.612372435695794,0.660284491530808
"43722",0,0.578908572345526,0.815392460637738,0
"CNTNAP5",0,0.434769352926241,0.612372435695794,0.660284491530808
"ODF1",0,0.434769352926241,0.612372435695794,0.660284491530808
"PPM1J",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM126B",0,0.434769352926241,0.612372435695794,0.660284491530808
"ALS2CR12",0,0.434769352926241,0.612372435695794,0.660284491530808
"CYLC2",0,0.434769352926241,0.612372435695794,0.660284491530808
"NAT2",0,0.578908572345526,0.815392460637738,0
"MAGEA8",0,0.434769352926241,0.612372435695794,0.660284491530808
"ELMSAN1",0,0.578908572345526,0.815392460637738,0
"ALX3",0,0.578908572345526,0.815392460637738,0
"ATP5MPL",0,0.578908572345526,0.815392460637738,0
"KCNS2",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM122C",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM122B",0,0.434769352926241,0.612372435695794,0.660284491530808
"NODAL",0,0.434769352926241,0.612372435695794,0.660284491530808
"WDYHV1",0,0.578908572345526,0.815392460637738,0
"COX6A2",0,0.578908572345526,0.815392460637738,0
"ZIC3",0,0.434769352926241,0.612372435695794,0.660284491530808
"B3GNT7",0,0.434769352926241,0.612372435695794,0.660284491530808
"SHCBP1L",0,0.578908572345526,0.815392460637738,0
"CDCP2",0,0.434769352926241,0.612372435695794,0.660284491530808
"C1orf158",0,0.434769352926241,0.612372435695794,0.660284491530808
"FUK",0,0.578908572345526,0.815392460637738,0
"ARSE",0,0.434769352926241,0.612372435695794,0.660284491530808
"PALM2-AKAP2",0,0.578908572345526,0.815392460637738,0
"ANKRD61",0,0.578908572345526,0.815392460637738,0
"WDR66",0,0.434769352926241,0.612372435695794,0.660284491530808
"HIST1H2BD",0,0.434769352926241,0.612372435695794,0.660284491530808
"HIST1H4H",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM86C1",0,0.578908572345526,0.815392460637738,0
"HMHB1",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM160B2",0,0.434769352926241,0.612372435695794,0.660284491530808
"HOXB13",0,0.434769352926241,0.612372435695794,0.660284491530808
"KCNE2",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC005041.1",0,0.578908572345526,0.815392460637738,0
"CLDN14",0,0.578908572345526,0.815392460637738,0
"TEPP",0,0.578908572345526,0.815392460637738,0
"AC006213.1",0,0.578908572345526,0.815392460637738,0
"CCDC58",0,0.434769352926241,0.612372435695794,0.660284491530808
"CBS",0,0.434769352926241,0.612372435695794,0.660284491530808
"CRYAA",0,0.434769352926241,0.612372435695794,0.660284491530808
"GATD3A",0,0.578908572345526,0.815392460637738,0
"AIRE",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM207A",0,0.434769352926241,0.612372435695794,0.660284491530808
"C9orf116",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC010761.1",0,0.578908572345526,0.815392460637738,0
"ZBTB7B",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM189B",0,0.434769352926241,0.612372435695794,0.660284491530808
"CYP3A4",0,0.434769352926241,0.612372435695794,0.660284491530808
"USP41",0,0.434769352926241,0.612372435695794,0.660284491530808
"CCDC155",0,0.434769352926241,0.612372435695794,0.660284491530808
"HCRT",0,0.434769352926241,0.612372435695794,0.660284491530808
"GRASP",0,0.434769352926241,0.612372435695794,0.660284491530808
"KRT82",0,0.434769352926241,0.612372435695794,0.660284491530808
"MSLNL",0,0.578908572345526,0.815392460637738,0
"SSTR5",0,0.434769352926241,0.612372435695794,0.660284491530808
"MEIOB",0,0.578908572345526,0.815392460637738,0
"PPP1R32",0,0.434769352926241,0.612372435695794,0.660284491530808
"LEXM",0,0.578908572345526,0.815392460637738,0
"KIAA1522",0,0.578908572345526,0.815392460637738,0
"LRRC53",0,0.578908572345526,0.815392460637738,0
"LHX8",0,0.578908572345526,0.815392460637738,0
"FAM102B",0,0.434769352926241,0.612372435695794,0.660284491530808
"WDR63",0,0.434769352926241,0.612372435695794,0.660284491530808
"LMX1A",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM71A",0,0.578908572345526,0.815392460637738,0
"KIAA1841",0,0.434769352926241,0.612372435695794,0.660284491530808
"PQLC3",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM84A",0,0.434769352926241,0.612372435695794,0.660284491530808
"NEUROD1",0,0.434769352926241,0.612372435695794,0.660284491530808
"ZSWIM2",0,0.434769352926241,0.612372435695794,0.660284491530808
"H3F3A",0,0.434769352926241,0.612372435695794,0.660284491530808
"EN1",0,0.434769352926241,0.612372435695794,0.660284491530808
"CFAP221",0,0.578908572345526,0.815392460637738,0
"XIRP2",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM19A4",0,0.434769352926241,0.612372435695794,0.660284491530808
"TSACC",0,0.578908572345526,0.815392460637738,0
"FEV",0,0.434769352926241,0.612372435695794,0.660284491530808
"FABP1",0,0.434769352926241,0.612372435695794,0.660284491530808
"CADPS",0,0.434769352926241,0.612372435695794,0.660284491530808
"CLRN1",0,0.434769352926241,0.612372435695794,0.660284491530808
"C3orf67",0,0.434769352926241,0.612372435695794,0.660284491530808
"CCDC158",0,0.434769352926241,0.612372435695794,0.660284491530808
"SPDYA",0,0.434769352926241,0.612372435695794,0.660284491530808
"H2AFZ",0,0.434769352926241,0.612372435695794,0.660284491530808
"ETNPPL",0,0.578908572345526,0.815392460637738,0
"TMEM155",0,0.434769352926241,0.612372435695794,0.660284491530808
"ADAD1",0,0.434769352926241,0.612372435695794,0.660284491530808
"C4orf45",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM160A1",0,0.434769352926241,0.612372435695794,0.660284491530808
"HTR4",0,0.434769352926241,0.612372435695794,0.660284491530808
"ADGRF2",0,0.578908572345526,0.815392460637738,0
"43716",0,0.578908572345526,0.815392460637738,0
"CALHM4",0,0.578908572345526,0.815392460637738,0
"TBXT",0,0.578908572345526,0.815392460637738,0
"IL22RA2",0,0.434769352926241,0.612372435695794,0.660284491530808
"SPATA48",0,0.578908572345526,0.815392460637738,0
"ANKRD55",0,0.578908572345526,0.815392460637738,0
"KIAA0895",0,0.578908572345526,0.815392460637738,0
"BMT2",0,0.578908572345526,0.815392460637738,0
"KIAA1324L",0,0.578908572345526,0.815392460637738,0
"SUN3",0,0.434769352926241,0.612372435695794,0.660284491530808
"SLC7A13",0,0.434769352926241,0.612372435695794,0.660284491530808
"PDP1",0,0.434769352926241,0.612372435695794,0.660284491530808
"RPP25L",0,0.578908572345526,0.815392460637738,0
"C9orf24",0,0.434769352926241,0.612372435695794,0.660284491530808
"PRSS37",0,0.434769352926241,0.612372435695794,0.660284491530808
"C9orf64",0,0.434769352926241,0.612372435695794,0.660284491530808
"TMEM246",0,0.578908572345526,0.815392460637738,0
"NLGN4Y",0,0.434769352926241,0.612372435695794,0.660284491530808
"CLDN2",0,0.434769352926241,0.612372435695794,0.660284491530808
"43532",0,0.578908572345526,0.815392460637738,0
"AL121768.1",0,0.578908572345526,0.815392460637738,0
"CDX2",0,0.434769352926241,0.612372435695794,0.660284491530808
"KBTBD6",0,0.578908572345526,0.815392460637738,0
"DRGX",0,0.434769352926241,0.612372435695794,0.660284491530808
"UCMA",0,0.434769352926241,0.612372435695794,0.660284491530808
"SLC39A2",0,0.434769352926241,0.612372435695794,0.660284491530808
"C10orf82",0,0.578908572345526,0.815392460637738,0
"RAPSN",0,0.434769352926241,0.612372435695794,0.660284491530808
"SERPINA12",0,0.578908572345526,0.815392460637738,0
"SLC6A5",0,0.434769352926241,0.612372435695794,0.660284491530808
"C1QL3",0,0.434769352926241,0.612372435695794,0.660284491530808
"KCNC2",0,0.434769352926241,0.612372435695794,0.660284491530808
"C16orf78",0,0.578908572345526,0.815392460637738,0
"LRTM2",0,0.434769352926241,0.612372435695794,0.660284491530808
"SENP8",0,0.434769352926241,0.612372435695794,0.660284491530808
"C16orf71",0,0.434769352926241,0.612372435695794,0.660284491530808
"MYRFL",0,0.578908572345526,0.815392460637738,0
"PLEKHF1",0,0.578908572345526,0.815392460637738,0
"CCDC182",0,0.578908572345526,0.815392460637738,0
"RAG1",0,0.434769352926241,0.612372435695794,0.660284491530808
"C11orf74",0,0.578908572345526,0.815392460637738,0
"KIAA0355",0,0.434769352926241,0.612372435695794,0.660284491530808
"ST5",0,0.434769352926241,0.612372435695794,0.660284491530808
"SLC38A8",0,0.578908572345526,0.815392460637738,0
"SERPINB12",0,0.434769352926241,0.612372435695794,0.660284491530808
"CHRFAM7A",0,0.434769352926241,0.612372435695794,0.660284491530808
"CASC4",0,0.434769352926241,0.612372435695794,0.660284491530808
"C16orf45",0,0.434769352926241,0.612372435695794,0.660284491530808
"LDHC",0,0.578908572345526,0.815392460637738,0
"MESP1",0,0.578908572345526,0.815392460637738,0
"CACNG2",0,0.434769352926241,0.612372435695794,0.660284491530808
"MS4A5",0,0.434769352926241,0.612372435695794,0.660284491530808
"MARS",0,0.434769352926241,0.612372435695794,0.660284491530808
"NKX3-1",0,0.434769352926241,0.612372435695794,0.660284491530808
"PHB",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM102A",0,0.434769352926241,0.612372435695794,0.660284491530808
"ART5",0,0.434769352926241,0.612372435695794,0.660284491530808
"MMP26",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM129C",0,0.434769352926241,0.612372435695794,0.660284491530808
"AQP2",0,0.434769352926241,0.612372435695794,0.660284491530808
"AD000864.1",0,0.578908572345526,0.815392460637738,0
"FAM57A",0,0.434769352926241,0.612372435695794,0.660284491530808
"C19orf48",0,0.434769352926241,0.612372435695794,0.660284491530808
"KRT1",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC010323.1",0,0.578908572345526,0.815392460637738,0
"AC011511.1",0,0.578908572345526,0.815392460637738,0
"TMEM99",0,0.434769352926241,0.612372435695794,0.660284491530808
"HRASLS5",0,0.434769352926241,0.612372435695794,0.660284491530808
"SLC22A11",0,0.434769352926241,0.612372435695794,0.660284491530808
"KCNJ4",0,0.434769352926241,0.612372435695794,0.660284491530808
"HIST3H3",0,0.434769352926241,0.612372435695794,0.660284491530808
"SMIM4",0,0.578908572345526,0.815392460637738,0
"HIST1H1E",0,0.434769352926241,0.612372435695794,0.660284491530808
"PPDPFL",0,0.578908572345526,0.815392460637738,0
"43710",0,0.578908572345526,0.815392460637738,0
"KCNG4",0,0.434769352926241,0.612372435695794,0.660284491530808
"GBX2",0,0.434769352926241,0.612372435695794,0.660284491530808
"SCGB1D1",0,0.434769352926241,0.612372435695794,0.660284491530808
"ADAM29",0,0.434769352926241,0.612372435695794,0.660284491530808
"GDNF",0,0.434769352926241,0.612372435695794,0.660284491530808
"FAM84B",0,0.434769352926241,0.612372435695794,0.660284491530808
"CA7",0,0.434769352926241,0.612372435695794,0.660284491530808
"ADAL",0,0.434769352926241,0.612372435695794,0.660284491530808
"FSTL5",0,0.434769352926241,0.612372435695794,0.660284491530808
"BTNL3",0,0.578908572345526,0.815392460637738,0
"CPLX1",0,0.434769352926241,0.612372435695794,0.660284491530808
"ARMC4",0,0.434769352926241,0.612372435695794,0.660284491530808
"RAB24",0,0.434769352926241,0.612372435695794,0.660284491530808
"PDILT",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC010330.1",0,0.578908572345526,0.815392460637738,0
"GKN1",0,0.434769352926241,0.612372435695794,0.660284491530808
"LINGO1",0,0.434769352926241,0.612372435695794,0.660284491530808
"PRY",0,1,0,0
"RBMY1F",0,0.578908572345526,0.815392460637738,0
"PRY2",0,0.549944564833806,0,0.835201158769404
"PYDC1",0,0.434769352926241,0.612372435695794,0.660284491530808
"HSFY2",0,0.434769352926241,0.612372435695794,0.660284491530808
"TIGD4",0,0.434769352926241,0.612372435695794,0.660284491530808
"VGLL2",0,0.578908572345526,0.815392460637738,0
"USP50",0,0.578908572345526,0.815392460637738,0
"MRAP",0,0.434769352926241,0.612372435695794,0.660284491530808
"CNGB3",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC073611.1",0,0.578908572345526,0.815392460637738,0
"LRRN2",0,0.434769352926241,0.612372435695794,0.660284491530808
"VSTM2A",0,0.434769352926241,0.612372435695794,0.660284491530808
"METTL7B",0,0.434769352926241,0.612372435695794,0.660284491530808
"HARS",0,0.434769352926241,0.612372435695794,0.660284491530808
"COX7B2",0,0.578908572345526,0.815392460637738,0
"SOCS6",0,0.578908572345526,0.815392460637738,0
"LMOD2",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC093323.1",0,0.578908572345526,0.815392460637738,0
"TRH",0,0.578908572345526,0.815392460637738,0
"NCBP2L",0,0.578908572345526,0.815392460637738,0
"C9orf16",0,0.434769352926241,0.612372435695794,0.660284491530808
"GRIK1",0,0.434769352926241,0.612372435695794,0.660284491530808
"CLDN20",0,0.578908572345526,0.815392460637738,0
"SCAND1",0,0.578908572345526,0.815392460637738,0
"TMEM37",0,0.434769352926241,0.612372435695794,0.660284491530808
"XAGE5",0,0.434769352926241,0.612372435695794,0.660284491530808
"KRT20",0,0.434769352926241,0.612372435695794,0.660284491530808
"ZBTB26",0,0.434769352926241,0.612372435695794,0.660284491530808
"SPACA5",0,0.434769352926241,0.612372435695794,0.660284491530808
"MROH2B",0,0.578908572345526,0.815392460637738,0
"NEUROD2",0,0.434769352926241,0.612372435695794,0.660284491530808
"OTP",0,0.578908572345526,0.815392460637738,0
"SPATA46",0,0.578908572345526,0.815392460637738,0
"SPATA5L1",0,0.578908572345526,0.815392460637738,0
"ANKRD20A4",0,0.434769352926241,0.612372435695794,0.660284491530808
"QARS",0,0.434769352926241,0.612372435695794,0.660284491530808
"C1QTNF4",0,0.434769352926241,0.612372435695794,0.660284491530808
"PDZD3",0,0.434769352926241,0.612372435695794,0.660284491530808
"TTC36",0,0.578908572345526,0.815392460637738,0
"HSFY1",0,0.578908572345526,0.815392460637738,0
"FAM170B",0,0.434769352926241,0.612372435695794,0.660284491530808
"FNDC9",0,0.578908572345526,0.815392460637738,0
"FAM71D",0,0.578908572345526,0.815392460637738,0
"FAM192A",0,0.434769352926241,0.612372435695794,0.660284491530808
"AC087651.1",0,0.578908572345526,0.815392460637738,0
"CBWD1",0,0.578908572345526,0.815392460637738,0
"HOXC5",0,0.434769352926241,0.612372435695794,0.660284491530808
"XKR3",0,0.578908572345526,0.815392460637738,0
"CCDC96",0,0.578908572345526,0.815392460637738,0
"43800",0,0.578908572345526,0.815392460637738,0
"ACSM6",0,0.578908572345526,0.815392460637738,0
"TUBB8P12",0,0.578908572345526,0.815392460637738,0
"AC097637.1",0,0.578908572345526,0.815392460637738,0
"CCDC36",0,0.434769352926241,0.612372435695794,0.660284491530808
"TMEM196",0,0.578908572345526,0.815392460637738,0
"SSSCA1",0,0.434769352926241,0.612372435695794,0.660284491530808
"C2orf70",0,0.578908572345526,0.815392460637738,0
"CCR9",0,0.434769352926241,0.612372435695794,0.660284491530808
"GPRC6A",0,0.578908572345526,0.815392460637738,0
"SPATA3",0,0.578908572345526,0.815392460637738,0
"C11orf80",0,0.434769352926241,0.612372435695794,0.660284491530808
"C1orf100",0,0.578908572345526,0.815392460637738,0
"AC008736.1",0,0.578908572345526,0.815392460637738,0
"AC124319.1",0,0.578908572345526,0.815392460637738,0
"43534",0,0.578908572345526,0.815392460637738,0
"AC013489.1",0,0.578908572345526,0.815392460637738,0
"ATP5MD",0,0.578908572345526,0.815392460637738,0
"43527",0,0.578908572345526,0.815392460637738,0
"PIFO",0,0.578908572345526,0.815392460637738,0
"RAX2",0,0.578908572345526,0.815392460637738,0
"SPERT",0,0.578908572345526,0.815392460637738,0
"C9orf131",0,0.578908572345526,0.815392460637738,0
"C16orf91",0,0.434769352926241,0.612372435695794,0.660284491530808
"C12orf66",0,0.434769352926241,0.612372435695794,0.660284491530808
"C11orf45",0,0.578908572345526,0.815392460637738,0
"TRHR",0,0.434769352926241,0.612372435695794,0.660284491530808
"STARD6",0,0.578908572345526,0.815392460637738,0
"TTC9B",0,0.434769352926241,0.612372435695794,0.660284491530808
"CMKLR1",0,0.434769352926241,0.612372435695794,0.660284491530808
"PQLC2L",0,0.578908572345526,0.815392460637738,0
"ZIC4",0,0.434769352926241,0.612372435695794,0.660284491530808
"CA5A",0,0.434769352926241,0.612372435695794,0.660284491530808
"TEX36",0,0.578908572345526,0.815392460637738,0
"DSG4",0,0.434769352926241,0.612372435695794,0.660284491530808
"RAG2",0,0.434769352926241,0.612372435695794,0.660284491530808
"ISX",0,0.549944564833806,0,0.835201158769404
"C11orf68",0,0.434769352926241,0.612372435695794,0.660284491530808
"C15orf53",0,0.434769352926241,0.612372435695794,0.660284491530808
"CCDC168",0,0.578908572345526,0.815392460637738,0
"CALCB",0,0.578908572345526,0.815392460637738,0
"TMPRSS7",0,0.434769352926241,0.612372435695794,0.660284491530808
"FOXR1",0,0.578908572345526,0.815392460637738,0
"TAC4",0,0.434769352926241,0.612372435695794,0.660284491530808
"B3GNT4",0,0.578908572345526,0.815392460637738,0
"PLA2G16",0,0.434769352926241,0.612372435695794,0.660284491530808
"DIRAS1",0,0.434769352926241,0.612372435695794,0.660284491530808
"BDNF",0,0.434769352926241,0.612372435695794,0.660284491530808
"C8orf59",0,0.434769352926241,0.612372435695794,0.660284491530808
"GCNT4",0,0.434769352926241,0.612372435695794,0.660284491530808
"FMR1NB",0,0.578908572345526,0.815392460637738,0
"ZBTB34",0,0.434769352926241,0.612372435695794,0.660284491530808
"B3GNT8",0,0.434769352926241,0.612372435695794,0.660284491530808
"C10orf71",0,0.434769352926241,0.612372435695794,0.660284491530808
"ST8SIA3",0,0.434769352926241,0.612372435695794,0.660284491530808
