"","study_1","study_2","study_3","study_4"
"PRPH",1,0,0,0
"KRTAP8-1",1,0,0,0
"LOC101929021",1,0,0,0
"ILVBL",0.589094188963293,0,0,0.808064376476083
"SLC7A4",1,0,0,0
"UBQLNL",1,0,0,0
"LOC102723753",1,0,0,0
"LINC01022",1,0,0,0
"PAQR9-AS1",1,0,0,0
"PCDHB12",1,0,0,0
"MTRNR2L5",0.742108238521282,0.670280062599836,0,0
"MKRN7P",1,0,0,0
"HPS6",1,0,0,0
"SNORA70J",1,0,0,0
"CTAGE1",1,0,0,0
"SLC22A6",1,0,0,0
"PGK2",1,0,0,0
"GABPB1-AS1",1,0,0,0
"FGF11",1,0,0,0
"SPDYE16",1,0,0,0
"DPP3-DT",1,0,0,0
"FHL1P1",1,0,0,0
"LOC112267859",1,0,0,0
"OR2G6",1,0,0,0
"LOC107985355",1,0,0,0
"PDHA2",1,0,0,0
"FAM218A",1,0,0,0
"CCDC28B",1,0,0,0
"MPL",1,0,0,0
"N4BP3",1,0,0,0
"PRPS1L1",1,0,0,0
"SYNGR4",0.742108238521282,0.670280062599836,0,0
"ESS2",1,0,0,0
"GPR42",0.617988307121335,0,0.786187288285245,0
"SPDYE6",1,0,0,0
"CSAG2",0.53961814226692,0.487388851657797,0.686486975707545,0
"TPD52L3",1,0,0,0
"PCDHB19P",1,0,0,0
"IFNA1",0.742108238521282,0.670280062599836,0,0
"KCNJ2-AS1",1,0,0,0
"MFSD4A-AS1",1,0,0,0
"LINC00997",1,0,0,0
"AKR1C8",1,0,0,0
"USP17L20",1,0,0,0
"OR6B1",1,0,0,0
"OR1A1",1,0,0,0
"CYP4F62P",1,0,0,0
"DPF1",0.742108238521282,0.670280062599836,0,0
"CXADRP2",1,0,0,0
"OR4F29",1,0,0,0
"OR5A1",1,0,0,0
"H2BW2",1,0,0,0
"HLA-F-AS1",1,0,0,0
"OR4F5",1,0,0,0
"OR10J3",1,0,0,0
"RPL23P8",1,0,0,0
"CTAGE10P",1,0,0,0
"SPATA31A1",1,0,0,0
"LCN9",0.742108238521282,0.670280062599836,0,0
"OR2T5",1,0,0,0
"LBHD1",1,0,0,0
"TRAPPC6A",1,0,0,0
"RINL",1,0,0,0
"OR8B3",1,0,0,0
"HSD3B2",1,0,0,0
"OR11G2",0.742108238521282,0.670280062599836,0,0
"FAM86B1",1,0,0,0
"FUT8-AS1",1,0,0,0
"SCARNA14",1,0,0,0
"NDUFAF4P1",1,0,0,0
"STAP2",1,0,0,0
"OR52N1",1,0,0,0
"HLA-DPB2",1,0,0,0
"ZNF479",1,0,0,0
"ANXA2P1",1,0,0,0
"RAB6C",1,0,0,0
"WASH2P",1,0,0,0
"OR12D2",1,0,0,0
"LCOR",1,0,0,0
"RPEL1",1,0,0,0
"OR1E2",1,0,0,0
"AOC2",1,0,0,0
"OR4C15",1,0,0,0
"LOC641746",1,0,0,0
"USP17L21",1,0,0,0
"OR2L1P",1,0,0,0
"BHLHA15",1,0,0,0
"CARMIL2",1,0,0,0
"SULT1A2",1,0,0,0
"ZNF22-AS1",1,0,0,0
"OR51I2",1,0,0,0
"OR2A2",1,0,0,0
"OR56A3",1,0,0,0
"OR8B12",1,0,0,0
"ADAM21P1",1,0,0,0
"SNORA70E",1,0,0,0
"TMEM8B",1,0,0,0
"MRPL4",1,0,0,0
"LOH12CR2",1,0,0,0
"IFNA13",0.742108238521282,0.670280062599836,0,0
"LINC00960",1,0,0,0
"ANP32CP",1,0,0,0
"ARHGEF19",1,0,0,0
"OR52M1",1,0,0,0
"LINC01003",1,0,0,0
"TAF1C",1,0,0,0
"SEMA4G",1,0,0,0
"PAX8",1,0,0,0
"SLC25A21-AS1",1,0,0,0
"FLJ42393",1,0,0,0
"TAS2R16",1,0,0,0
"VN1R1",1,0,0,0
"LSP1P5",1,0,0,0
"FGF13",1,0,0,0
"ZNF733P",1,0,0,0
"CACNG5",0.742108238521282,0.670280062599836,0,0
"KRTAP9-9",1,0,0,0
"RPP38-DT",1,0,0,0
"UBTFL1",1,0,0,0
"ZNF408",1,0,0,0
"DNAJC27-AS1",1,0,0,0
"IFNB1",1,0,0,0
"OR10J5",1,0,0,0
"TMEM203",1,0,0,0
"NACA2",0.617988307121335,0,0.786187288285245,0
"STKLD1",1,0,0,0
"MTRNR2L2",1,0,0,0
"LINC00293",1,0,0,0
"OR10K1",1,0,0,0
"PPIAL4A",1,0,0,0
"OR10W1",1,0,0,0
"BTF3P11",1,0,0,0
"TYRO3P",1,0,0,0
"ITPRIPL1",1,0,0,0
"KRTAP3-2",0.742108238521282,0.670280062599836,0,0
"FOXRED2",1,0,0,0
"MTRNR2L6",1,0,0,0
"PCDHB3",1,0,0,0
"LOC100506730",1,0,0,0
"OR6A2",0.742108238521282,0.670280062599836,0,0
"LOC105370726",1,0,0,0
"PAFAH1B3",0.589094188963293,0,0,0.808064376476083
"CYSLTR2",0.742108238521282,0.670280062599836,0,0
"SRSF3P2",1,0,0,0
"OR8D2",1,0,0,0
"KRTAP3-3",0.617988307121335,0,0.786187288285245,0
"SLC7A9",1,0,0,0
"HCCAT5",1,0,0,0
"OR7A10",1,0,0,0
"OVGP1",1,0,0,0
"APOB",1,0,0,0
"SPATA31A5",1,0,0,0
"LINC02120",1,0,0,0
"KRTAP4-3",1,0,0,0
"TNP1",0.742108238521282,0.670280062599836,0,0
"IL19",1,0,0,0
"CLDN23",1,0,0,0
"LOC728024",1,0,0,0
"OR56A4",1,0,0,0
"TPI1P3",1,0,0,0
"OR4F17",1,0,0,0
"STRA6",0.742108238521282,0.670280062599836,0,0
"MEIOSIN",1,0,0,0
"STEAP1",1,0,0,0
"OR4F4",1,0,0,0
"RFNG",1,0,0,0
"RNF151",0.617988307121335,0,0.786187288285245,0
"PMCHL2",1,0,0,0
"KRT12",1,0,0,0
"LINC00863",1,0,0,0
"H1-1",1,0,0,0
"TROAP",1,0,0,0
"TAS2R5",1,0,0,0
"MYT1",1,0,0,0
"KLK10",1,0,0,0
"CCNYL6",1,0,0,0
"SLC35D3",1,0,0,0
"TAS2R4",1,0,0,0
"HBM",1,0,0,0
"EMC6",1,0,0,0
"OR2F2",1,0,0,0
"OR4C6",0.53961814226692,0.487388851657797,0.686486975707545,0
"SRD5A1P1",1,0,0,0
"GAS2L1",1,0,0,0
"MYOD1",1,0,0,0
"OR10Z1",1,0,0,0
"OR1D2",1,0,0,0
"OR51S1",1,0,0,0
"LOC105372462",1,0,0,0
"PCNAP1",1,0,0,0
"CDCA8",1,0,0,0
"OTOS",1,0,0,0
"LOC729737",1,0,0,0
"OR1L8",1,0,0,0
"MTRNR2L1",0.617988307121335,0,0.786187288285245,0
"LOC101928344",1,0,0,0
"LOC105371064",1,0,0,0
"HBG1",0.742108238521282,0.670280062599836,0,0
"OR1J2",0.53961814226692,0.487388851657797,0.686486975707545,0
"CFAP95-DT",1,0,0,0
"OPLAH",1,0,0,0
"GTSF1L",1,0,0,0
"RAB6D",0.53961814226692,0.487388851657797,0.686486975707545,0
"OR7A5",1,0,0,0
"LOC107987134",1,0,0,0
"OR56A1",1,0,0,0
"TAS2R1",0.53961814226692,0.487388851657797,0.686486975707545,0
"PRR30",1,0,0,0
"USP26",1,0,0,0
"CFP",1,0,0,0
"SPRED3",0.742108238521282,0.670280062599836,0,0
"CLDN17",1,0,0,0
"H3P4",1,0,0,0
"SOWAHA",1,0,0,0
"LOC107985593",1,0,0,0
"IFNW1",0.742108238521282,0.670280062599836,0,0
"HNRNPA1P33",1,0,0,0
"HAUS5",1,0,0,0
"GK3",1,0,0,0
"KRTAP13-4",0.742108238521282,0.670280062599836,0,0
"OR4D11",1,0,0,0
"OR11A1",1,0,0,0
"MYH1",1,0,0,0
"ALDOC",1,0,0,0
"SNHG11",1,0,0,0
"RPSAP9",1,0,0,0
"OR2B2",1,0,0,0
"FAR2P1",1,0,0,0
"TCP11",1,0,0,0
"SNORA8",1,0,0,0
"OR4X2",1,0,0,0
"CSNK2A3",1,0,0,0
"KRT38",1,0,0,0
"OR4C12",1,0,0,0
"CSAG1",0.53961814226692,0.487388851657797,0.686486975707545,0
"KRTAP13-1",1,0,0,0
"ART1",1,0,0,0
"LOC101927764",1,0,0,0
"DDX11L16",1,0,0,0
"CYCSP52",1,0,0,0
"MYH8",1,0,0,0
"CHEK1",1,0,0,0
"SETD1B",1,0,0,0
"ZNF750",1,0,0,0
"MDS2",1,0,0,0
"ZNF385C",1,0,0,0
"LINC01118",1,0,0,0
"SPATA41",1,0,0,0
"PYDC2",1,0,0,0
"LOC101928295",1,0,0,0
"RNF32-DT",1,0,0,0
"NHSL1-AS1",1,0,0,0
"HCG26",1,0,0,0
"ZNRF2P1",1,0,0,0
"NUTM2B-AS1",1,0,0,0
"SPATA31E1",1,0,0,0
"OR51G2",1,0,0,0
"MAGEA2B",1,0,0,0
"MPP3",0.742108238521282,0.670280062599836,0,0
"BAK1",1,0,0,0
"SPATA22",1,0,0,0
"RFPL1S",1,0,0,0
"MIOX",1,0,0,0
"ECEL1",0.742108238521282,0.670280062599836,0,0
"NUDT17",1,0,0,0
"ACTR3BP5",1,0,0,0
"HECTD2",1,0,0,0
"107984849",1,0,0,0
"FAM83A-AS1",1,0,0,0
"LOC105376695",1,0,0,0
"TRAF4",1,0,0,0
"IFNA2",1,0,0,0
"IGSF1",1,0,0,0
"SLITRK2",1,0,0,0
"MAGEA6",1,0,0,0
"MKNK1-AS1",1,0,0,0
"OR52B6",1,0,0,0
"OR52R1",1,0,0,0
"TAS2R3",1,0,0,0
"KRTAP13-3",0.742108238521282,0.670280062599836,0,0
"KRTAP24-1",1,0,0,0
"RAET1G",1,0,0,0
"LINC00488",1,0,0,0
"OCM",1,0,0,0
"SPZ1",1,0,0,0
"OR13F1",1,0,0,0
"CYP4F3",0.617988307121335,0,0.786187288285245,0
"HSPB3",1,0,0,0
"LINC01973",1,0,0,0
"PPIAP30",1,0,0,0
"OR51L1",0.742108238521282,0.670280062599836,0,0
"LINC00491",1,0,0,0
"KIF18B",1,0,0,0
"TBC1D26",1,0,0,0
"LINC01946",1,0,0,0
"NCAN",1,0,0,0
"MC4R",1,0,0,0
"LINC01694",1,0,0,0
"RNASEH2A",1,0,0,0
"PPBPP2",1,0,0,0
"105374364",1,0,0,0
"ADH1A",1,0,0,0
"DPRXP4",1,0,0,0
"SULT1B1",0.617988307121335,0,0.786187288285245,0
"HAND1",1,0,0,0
"RNA18SN3",1,0,0,0
"PGBD4",1,0,0,0
"LINC02315",1,0,0,0
"PCDHB4",1,0,0,0
"PRSS53",0.742108238521282,0.670280062599836,0,0
"ASH1L-AS1",1,0,0,0
"LINC01001",1,0,0,0
"MRPL36",1,0,0,0
"NT5DC2",1,0,0,0
"EID2B",1,0,0,0
"H2BC3",1,0,0,0
"OR13C8",1,0,0,0
"OR52N4",1,0,0,0
"KRTAP26-1",0.589094188963293,0,0,0.808064376476083
"LOC107984746",1,0,0,0
"SNORA70I",1,0,0,0
"CTSF",1,0,0,0
"RPL31P11",1,0,0,0
"FBXO6",1,0,0,0
"MAB21L1",1,0,0,0
"CENPT",1,0,0,0
"RAET1E-AS1",1,0,0,0
"BEND3P3",1,0,0,0
"OR13C4",1,0,0,0
"OR6Y1",1,0,0,0
"LCMT2",1,0,0,0
"PCGF3-AS1",1,0,0,0
"AHCTF1P1",1,0,0,0
"FAM47A",1,0,0,0
"IL26",1,0,0,0
"POU5F1P4",1,0,0,0
"ATP8B3",1,0,0,0
"SLC27A6",1,0,0,0
"MIR124-1HG",1,0,0,0
"HBG2",0.53961814226692,0.487388851657797,0.686486975707545,0
"OR5AK2",0.617988307121335,0,0.786187288285245,0
"PWAR1",1,0,0,0
"OR2G3",1,0,0,0
"PRR18",1,0,0,0
"LINC00652",1,0,0,0
"FTHL17",1,0,0,0
"LINC02887",1,0,0,0
"IPO4",1,0,0,0
"CRYBB3",1,0,0,0
"FOXP3",1,0,0,0
"GK2",1,0,0,0
"OR2B3",1,0,0,0
"PCDHB5",1,0,0,0
"LCN12",1,0,0,0
"OR6M1",1,0,0,0
"OR4N3P",1,0,0,0
"EPHB6",1,0,0,0
"KRTAP27-1",1,0,0,0
"FAM187B",0.617988307121335,0,0.786187288285245,0
"GPER1",1,0,0,0
"OR2M1P",1,0,0,0
"NPRL2",1,0,0,0
"MGAT1",1,0,0,0
"MAP10",1,0,0,0
"KRTAP6-3",1,0,0,0
"OR4E2",1,0,0,0
"OR51V1",1,0,0,0
"CGB7",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC101929819",1,0,0,0
"DNAJB7",1,0,0,0
"POU4F3",1,0,0,0
"PCDHB15",0.617988307121335,0,0.786187288285245,0
"LOC107985289",1,0,0,0
"OR2G2",1,0,0,0
"EIF3IP1",1,0,0,0
"PCDHB9",1,0,0,0
"OR51B4",1,0,0,0
"DDX11L17",1,0,0,0
"OR14I1",1,0,0,0
"KRTAP13-2",0.742108238521282,0.670280062599836,0,0
"GAREM2",1,0,0,0
"ACOX2",1,0,0,0
"RAB15",1,0,0,0
"IQCF2",0.617988307121335,0,0.786187288285245,0
"LINC00320",1,0,0,0
"OR2AK2",1,0,0,0
"CITED4",1,0,0,0
"CDK20",1,0,0,0
"OR5P2",1,0,0,0
"LGALS2",1,0,0,0
"HSD17B8",1,0,0,0
"FEM1A",1,0,0,0
"LINC02982",1,0,0,0
"CCDC172",1,0,0,0
"LCDR",1,0,0,0
"CXADRP3",1,0,0,0
"LOC105378699",1,0,0,0
"OR1S2",1,0,0,0
"LOC392196",1,0,0,0
"TAAR9",1,0,0,0
"CASC9",1,0,0,0
"OR6K2",1,0,0,0
"OR52D1",0.742108238521282,0.670280062599836,0,0
"OR5K1",1,0,0,0
"IL5",1,0,0,0
"GALR3",0.742108238521282,0.670280062599836,0,0
"OR6P1",1,0,0,0
"A2M-AS1",1,0,0,0
"EDRF1-DT",1,0,0,0
"LOC646214",1,0,0,0
"CFAP97D1",1,0,0,0
"OR11H1",1,0,0,0
"OR11H6",0.742108238521282,0.670280062599836,0,0
"OR51T1",1,0,0,0
"ZDHHC19",1,0,0,0
"107985019",1,0,0,0
"107984847",1,0,0,0
"TMEM107",1,0,0,0
"TRIM16L",1,0,0,0
"NANOGP8",1,0,0,0
"OR4K13",1,0,0,0
"GCNT7",1,0,0,0
"DCTN1-AS1",1,0,0,0
"105377771",1,0,0,0
"GGTA1",1,0,0,0
"OR11H12",1,0,0,0
"NANOG",1,0,0,0
"LOC283038",1,0,0,0
"OR8D4",0.742108238521282,0.670280062599836,0,0
"RNA18SN2",1,0,0,0
"PTTG3P",1,0,0,0
"OR6N2",1,0,0,0
"FERMT3",1,0,0,0
"OR7A17",1,0,0,0
"LOC284191",1,0,0,0
"DDX11L9",1,0,0,0
"NAP1L2",1,0,0,0
"RNA18SN4",1,0,0,0
"OR2D2",0.617988307121335,0,0.786187288285245,0
"RNA18SN1",1,0,0,0
"REP15",1,0,0,0
"ACTR3BP2",1,0,0,0
"105375551",1,0,0,0
"USP17L28",1,0,0,0
"ATP2B1-AS1",1,0,0,0
"IFNA16",1,0,0,0
"NOG",1,0,0,0
"OR5F1",1,0,0,0
"OR2M4",1,0,0,0
"AQP6",0.742108238521282,0.670280062599836,0,0
"ZAN",1,0,0,0
"CABP2",1,0,0,0
"TOP1P1",1,0,0,0
"OR51G1",1,0,0,0
"OR2T29",1,0,0,0
"BCAR4",1,0,0,0
"OR8D1",0.742108238521282,0.670280062599836,0,0
"TNP2",1,0,0,0
"DNAJB3",1,0,0,0
"OR2A14",1,0,0,0
"OR10T2",1,0,0,0
"CLEC4M",0.742108238521282,0.670280062599836,0,0
"BEST3",1,0,0,0
"LOC105371802",1,0,0,0
"CTC1",1,0,0,0
"DUSP2",1,0,0,0
"RNR2",1,0,0,0
"FAM178B",1,0,0,0
"643763",1,0,0,0
"LINC01018",1,0,0,0
"DENND10P1",1,0,0,0
"LINC01366",1,0,0,0
"RNA18SN5",1,0,0,0
"LINC00504",1,0,0,0
"LOC105378654",1,0,0,0
"CCL25",0.742108238521282,0.670280062599836,0,0
"LINC01126",1,0,0,0
"LINC00938",1,0,0,0
"OR10R2",1,0,0,0
"TPPP2",1,0,0,0
"HSD17B14",1,0,0,0
"PRAME",1,0,0,0
"LOC105374455",1,0,0,0
"SPDYE2B",1,0,0,0
"LOC107987299",1,0,0,0
"OR4A5",1,0,0,0
"LOC100286922",1,0,0,0
"LPIN3",1,0,0,0
"FAAP20",1,0,0,0
"CCL27",1,0,0,0
"PPP1R2B",1,0,0,0
"FAM86EP",1,0,0,0
"NPFFR1",1,0,0,0
"PPIAL4H",0.617988307121335,0,0.786187288285245,0
"DCAF15",1,0,0,0
"SPDYE5",1,0,0,0
"SNTA1",1,0,0,0
"LOC107984889",1,0,0,0
"OR8G5",0.742108238521282,0.670280062599836,0,0
"LOC105375484",1,0,0,0
"OR4C16",1,0,0,0
"ABHD14A-ACY1",1,0,0,0
"ACY1",1,0,0,0
"HAL",1,0,0,0
"LINC00693",1,0,0,0
"KCNA5",1,0,0,0
"GPR141",0.742108238521282,0.670280062599836,0,0
"OR2A5",1,0,0,0
"SURF1",1,0,0,0
"MAP4K2",1,0,0,0
"LOC105377740",1,0,0,0
"MIR548I1",1,0,0,0
"IFNA5",1,0,0,0
"SEMA3F",1,0,0,0
"OR4F15",0.617988307121335,0,0.786187288285245,0
"KRT25",1,0,0,0
"SLC17A1",1,0,0,0
"DPY19L2P4",1,0,0,0
"CDK5",1,0,0,0
"LOC100131289",1,0,0,0
"OR5L2",1,0,0,0
"SCARNA13",1,0,0,0
"C14orf178",0.617988307121335,0,0.786187288285245,0
"OR4B1",1,0,0,0
"PPCDC",1,0,0,0
"LINC00622",1,0,0,0
"BTBD17",1,0,0,0
"RNA45SN1",1,0,0,0
"LINC01503",1,0,0,0
"RNASE2",1,0,0,0
"SNHG10",1,0,0,0
"OR10X1",1,0,0,0
"RNA45SN3",1,0,0,0
"TBC1D3K",0.742108238521282,0.670280062599836,0,0
"OR5AK4P",1,0,0,0
"DDX11L5",1,0,0,0
"GDPD3",1,0,0,0
"ADRA2A",1,0,0,0
"LOC105373529",1,0,0,0
"MYH4",1,0,0,0
"SPRYD4",1,0,0,0
"LOC102724851",1,0,0,0
"OR2AG1",1,0,0,0
"CXorf51B",1,0,0,0
"FUNDC2P2",1,0,0,0
"SOWAHC",1,0,0,0
"CXCR1",0.617988307121335,0,0.786187288285245,0
"TCP10L3",1,0,0,0
"CIMIP2A",1,0,0,0
"FRG2C",1,0,0,0
"RLN3",1,0,0,0
"IFNA14",1,0,0,0
"NDUFB2-AS1",1,0,0,0
"HHIPL2",1,0,0,0
"IFNA4",1,0,0,0
"LOC642361",1,0,0,0
"BGLAP",1,0,0,0
"LINC01164",1,0,0,0
"LINC00598",1,0,0,0
"KRT37",1,0,0,0
"TTC3P1",1,0,0,0
"OR4Q3",1,0,0,0
"KRTAP19-8",0.617988307121335,0,0.786187288285245,0
"LOC105376078",1,0,0,0
"MEIOC",1,0,0,0
"LOC102723532",1,0,0,0
"LOC730234",1,0,0,0
"KRTAP15-1",1,0,0,0
"SLCO4A1",0.742108238521282,0.670280062599836,0,0
"AHSP",1,0,0,0
"FAM157A",1,0,0,0
"KRTAP6-2",1,0,0,0
"OR4A16",1,0,0,0
"OR5M11",1,0,0,0
"RHCG",1,0,0,0
"OR2T10",1,0,0,0
"PER1",1,0,0,0
"QRICH2",1,0,0,0
"OR2M5",1,0,0,0
"CXorf51A",1,0,0,0
"AKR7A3",1,0,0,0
"CLPSL1",0.742108238521282,0.670280062599836,0,0
"DGKI",0.742108238521282,0.670280062599836,0,0
"HTR3B",1,0,0,0
"HIPK4",1,0,0,0
"BRD7P3",1,0,0,0
"OR4A15",1,0,0,0
"PCDHB14",1,0,0,0
"DHFRP3",1,0,0,0
"C1orf216",0.742108238521282,0.670280062599836,0,0
"H2BC13",1,0,0,0
"OR9G1",1,0,0,0
"GOLGA8Q",0.617988307121335,0,0.786187288285245,0
"KRT71",1,0,0,0
"SEC14L1P1",1,0,0,0
"CMKLR2-AS",1,0,0,0
"SIGLEC5",1,0,0,0
"CC2D1A",1,0,0,0
"DACH2",1,0,0,0
"FANCG",1,0,0,0
"MIR664B",1,0,0,0
"DHX37",1,0,0,0
"OR4N4C",1,0,0,0
"CYB5RL",1,0,0,0
"CHST14",1,0,0,0
"SAPCD1",1,0,0,0
"HEXA-AS1",1,0,0,0
"LINC00547",1,0,0,0
"SAPCD1-AS1",1,0,0,0
"LINC00840",1,0,0,0
"MYF6",1,0,0,0
"EPN3",1,0,0,0
"SNORA78",1,0,0,0
"LINC01343",1,0,0,0
"MAFG",1,0,0,0
"SPINK6",1,0,0,0
"ZNF365",1,0,0,0
"SLC17A3",1,0,0,0
"OR5T2",1,0,0,0
"LINC01005",1,0,0,0
"LINC00619",1,0,0,0
"TMEM81",1,0,0,0
"GCSAML",1,0,0,0
"TIMELESS",1,0,0,0
"OR10A5",1,0,0,0
"OR10K2",1,0,0,0
"NOL4L",1,0,0,0
"KCNIP2",1,0,0,0
"OR5M9",1,0,0,0
"RNA45SN5",1,0,0,0
"KRTAP25-1",1,0,0,0
"LOC107987095",1,0,0,0
"MMP27",1,0,0,0
"MAB21L2",1,0,0,0
"LOC105373404",1,0,0,0
"C8orf48",1,0,0,0
"LOC102723749",1,0,0,0
"GAGE13",1,0,0,0
"OR2D3",1,0,0,0
"GJD2-DT",1,0,0,0
"CASP14",1,0,0,0
"RNF5",1,0,0,0
"OR14J1",1,0,0,0
"S100A12",1,0,0,0
"KLHL14",1,0,0,0
"HOGA1",1,0,0,0
"IGDCC3",1,0,0,0
"OR5T1",1,0,0,0
"KCTD11",1,0,0,0
"SH2D3A",1,0,0,0
"RNA45SN2",1,0,0,0
"OR52E4",1,0,0,0
"RNA45SN4",1,0,0,0
"SNORA70B",1,0,0,0
"OR10A6",1,0,0,0
"MS4A12",1,0,0,0
"ZNF185",1,0,0,0
"SIGLEC16",1,0,0,0
"EPN1",1,0,0,0
"OR6C75",1,0,0,0
"CECR2",1,0,0,0
"OR14A16",1,0,0,0
"LOC105374589",1,0,0,0
"RPS10P7",1,0,0,0
"NBPF6",1,0,0,0
"OR5B3",1,0,0,0
"CACNA1S",1,0,0,0
"LOC554206",1,0,0,0
"PROZ",1,0,0,0
"LOC107984200",1,0,0,0
"ELAVL3",1,0,0,0
"SIGLEC11",1,0,0,0
"CIDEC",0.53961814226692,0.487388851657797,0.686486975707545,0
"UGT1A7",1,0,0,0
"SNORA69",1,0,0,0
"LOC105370912",1,0,0,0
"OR51A7",1,0,0,0
"VCX2",1,0,0,0
"AMHR2",1,0,0,0
"OR51B2",1,0,0,0
"PIP5KL1",1,0,0,0
"RNA28SN1",1,0,0,0
"MRPL55",1,0,0,0
"HCAR3",0.617988307121335,0,0.786187288285245,0
"TAAR6",1,0,0,0
"C1GALT1C1L",1,0,0,0
"OR5B2",1,0,0,0
"OR9K2",1,0,0,0
"105369320",1,0,0,0
"LNCRNA-IUR",1,0,0,0
"SMG7-AS1",1,0,0,0
"LOC105369965",1,0,0,0
"RRP12",1,0,0,0
"HAVCR1P1",1,0,0,0
"TAAR1",1,0,0,0
"KRT24",1,0,0,0
"C12orf50",1,0,0,0
"DPH2",1,0,0,0
"AHSG",1,0,0,0
"ELL3",1,0,0,0
"LINC00668",1,0,0,0
"PEX10",1,0,0,0
"SLC25A21",1,0,0,0
"OR6C4",0.742108238521282,0.670280062599836,0,0
"RNA28SN3",1,0,0,0
"RNA28SN5",1,0,0,0
"OR4M2",1,0,0,0
"FAM95A",1,0,0,0
"DBIL5P2",1,0,0,0
"OR5AS1",1,0,0,0
"OR4K14",1,0,0,0
"OR4N5",1,0,0,0
"CDC14C",1,0,0,0
"OR4N2",0.617988307121335,0,0.786187288285245,0
"TRMT12",1,0,0,0
"SELENOV",1,0,0,0
"KMT5C",1,0,0,0
"ATG9B",0.742108238521282,0.670280062599836,0,0
"OR10A2",0.742108238521282,0.670280062599836,0,0
"ZNF605",1,0,0,0
"REM2",0.742108238521282,0.670280062599836,0,0
"TRIM52-AS1",1,0,0,0
"GRIN2C",1,0,0,0
"BHLHE22",1,0,0,0
"H2BC17",1,0,0,0
"SEC14L6",1,0,0,0
"107984841",1,0,0,0
"IL1F10",0.742108238521282,0.670280062599836,0,0
"IFNA10",1,0,0,0
"OR52E8",1,0,0,0
"LINC01465",1,0,0,0
"OR4K5",1,0,0,0
"CHAF1A",1,0,0,0
"MARS2",1,0,0,0
"RIOX1",1,0,0,0
"RNF157",1,0,0,0
"TSPYL5",1,0,0,0
"LEAP2",1,0,0,0
"KCP",1,0,0,0
"GAS5-AS1",1,0,0,0
"C20orf173",0.53961814226692,0.487388851657797,0.686486975707545,0
"GSTT4",1,0,0,0
"PTENP1",1,0,0,0
"112268202",1,0,0,0
"BRDTP1",1,0,0,0
"PEAK3",1,0,0,0
"ZNF623",1,0,0,0
"PRLHR",1,0,0,0
"ZNF778",1,0,0,0
"MIR6873",1,0,0,0
"NICN1",1,0,0,0
"OR52A1",1,0,0,0
"TAT",0.742108238521282,0.670280062599836,0,0
"TRPT1",1,0,0,0
"BNIP5",1,0,0,0
"UGT1A10",1,0,0,0
"ACAP1",1,0,0,0
"PBX1-AS1",1,0,0,0
"SLC10A5",1,0,0,0
"OR2M2",1,0,0,0
"RNA28SN4",1,0,0,0
"RAB9BP1",1,0,0,0
"FAM9B",1,0,0,0
"SAP25",0.617988307121335,0,0.786187288285245,0
"RNA28SN2",1,0,0,0
"CORO1A",0.742108238521282,0.670280062599836,0,0
"SHROOM1",1,0,0,0
"CDH17",0.742108238521282,0.670280062599836,0,0
"RNASE3",1,0,0,0
"REG1B",1,0,0,0
"SLC15A1",1,0,0,0
"ANXA2P3",1,0,0,0
"GAGE2A",1,0,0,0
"SIGLEC10",1,0,0,0
"KRTAP19-1",1,0,0,0
"SOHLH2",1,0,0,0
"UBE2NL",1,0,0,0
"MGC4859",1,0,0,0
"LOC105371634",1,0,0,0
"OR6K3",1,0,0,0
"PCDH8",0.742108238521282,0.670280062599836,0,0
"OR4C13",1,0,0,0
"LINC00161",1,0,0,0
"OR2M7",1,0,0,0
"LOC105373075",1,0,0,0
"CNIH2",1,0,0,0
"LOC100287792",1,0,0,0
"UBQLN3",1,0,0,0
"LOC105377177",1,0,0,0
"KRTAP19-5",1,0,0,0
"SOX21",0.742108238521282,0.670280062599836,0,0
"PIK3CD-AS1",1,0,0,0
"OR4M1",1,0,0,0
"HSD3B7",1,0,0,0
"LOC105378390",1,0,0,0
"OR10A7",1,0,0,0
"GIPR",0.742108238521282,0.670280062599836,0,0
"LINC00880",1,0,0,0
"SHANK2",1,0,0,0
"LOC100289230",1,0,0,0
"FRMD7",1,0,0,0
"CCKBR",1,0,0,0
"SLC6A16",1,0,0,0
"CGB3",1,0,0,0
"LINC01565",1,0,0,0
"MTRNR2L7",1,0,0,0
"OR4K17",1,0,0,0
"SPATA20",1,0,0,0
"BRDT",0.742108238521282,0.670280062599836,0,0
"PRDM9",1,0,0,0
"BASP1P1",1,0,0,0
"LETR1",1,0,0,0
"CAPZA3",1,0,0,0
"SDAD1P1",1,0,0,0
"OR1E1",1,0,0,0
"DDX28",1,0,0,0
"TCFL5",1,0,0,0
"SNORA48",1,0,0,0
"OR13C2",0.589094188963293,0,0,0.808064376476083
"FRMD8P1",1,0,0,0
"OR5AR1",1,0,0,0
"VCX3B",0.742108238521282,0.670280062599836,0,0
"OR51F1",1,0,0,0
"LINC00308",1,0,0,0
"WBP2NL",1,0,0,0
"RFPL1",1,0,0,0
"UTP25",0.742108238521282,0.670280062599836,0,0
"MESTIT1",1,0,0,0
"LINC00449",1,0,0,0
"RAD51D",1,0,0,0
"OR5M8",1,0,0,0
